,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf,rmse_mean,rmse_95%conf
0,evid_combo_kl0.05,0.7675904035568237,0.03906948119401932,2.6931979656219482,0.8197417259216309,9.35993480682373,3.5375945568084717,0.6405253410339355,0.06398008018732071,0.6288861632347107,0.045423898845911026,0.3821221590042114,0.0004011708660982549
