,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf,rmse_mean,rmse_95%conf
0,evid_combo_kl1,0.7208479642868042,0.04592977464199066,3.8549211025238037,1.0525562763214111,20.727693557739258,5.687349796295166,0.545956552028656,0.06305699050426483,0.6007318496704102,0.04858363792300224,0.3826103210449219,0.0005119669949635863
