,dice,hd95,avd,recall,f1,rmse,model_name
0,0.64212155,4.2426405,30.393013,0.52380955,0.5821727,0.38178858,evid_mlecombo_kl0.1
1,0.88718206,1.4142135,2.293411,0.78,0.77173144,0.38449237,evid_mlecombo_kl0.1
2,0.61050874,3.6055512,28.026392,0.73214287,0.7471148,0.38259882,evid_mlecombo_kl0.1
3,0.6372174,3.7416575,34.579975,0.625,0.66239315,0.38145944,evid_mlecombo_kl0.1
4,0.92202973,1.0,1.7210312,0.65,0.6806283,0.38462326,evid_mlecombo_kl0.1
5,0.5431971,7.3821807,42.845528,0.3469388,0.4725504,0.38124174,evid_mlecombo_kl0.1
6,0.70906746,2.4494898,18.910505,0.3030303,0.38543898,0.3810867,evid_mlecombo_kl0.1
7,0.54830116,10.862781,45.417095,0.41025642,0.55356604,0.38143903,evid_mlecombo_kl0.1
8,0.6518397,2.0,5.76,0.825,0.7717742,0.38144746,evid_mlecombo_kl0.1
9,0.40681577,12.369317,64.794815,0.22222222,0.33454546,0.38126883,evid_mlecombo_kl0.1
10,0.62600535,1.4142135,2.6455026,0.71428573,0.65217394,0.3808738,evid_mlecombo_kl0.1
11,0.71869195,11.18034,4.2909093,0.7916667,0.5692884,0.3810865,evid_mlecombo_kl0.1
12,0.79327077,1.4142135,18.550043,0.64102566,0.7002075,0.3815101,evid_mlecombo_kl0.1
13,0.9264684,1.0,3.3103337,0.65217394,0.70197046,0.38543135,evid_mlecombo_kl0.1
14,0.8890847,1.0,9.661187,0.82608694,0.7916667,0.38206565,evid_mlecombo_kl0.1
15,0.8067726,3.0,17.605858,0.7307692,0.61191624,0.38134336,evid_mlecombo_kl0.1
16,0.76337695,1.4142135,11.716418,0.6666667,0.6086956,0.38093704,evid_mlecombo_kl0.1
17,0.77131915,1.4142135,18.164557,0.6923077,0.72670805,0.3815331,evid_mlecombo_kl0.1
18,0.82056856,1.4142135,12.480401,0.8292683,0.83504814,0.38219553,evid_mlecombo_kl0.1
19,0.7700211,2.0,12.633207,0.6976744,0.7542857,0.38214752,evid_mlecombo_kl0.1
20,0.80502546,1.4142135,4.526749,0.4528302,0.535082,0.38249,evid_mlecombo_kl0.1
21,0.77272725,3.8751643,2.5814383,0.46666667,0.56959313,0.3809667,evid_mlecombo_kl0.1
22,0.84138185,1.0,9.032868,0.83928573,0.80198413,0.38220856,evid_mlecombo_kl0.1
23,0.7190184,2.0,7.5560803,0.64285713,0.66023165,0.3807892,evid_mlecombo_kl0.1
24,0.80353904,2.4494898,22.045088,0.515625,0.5322581,0.38386014,evid_mlecombo_kl0.1
25,0.7367452,2.4494898,15.554477,0.3,0.42081448,0.3818524,evid_mlecombo_kl0.1
26,0.84348524,2.236068,7.3313165,0.2987013,0.42672956,0.3834565,evid_mlecombo_kl0.1
27,0.8722136,1.0,1.3178197,0.82608694,0.8235621,0.38457158,evid_mlecombo_kl0.1
28,0.86083853,1.0,5.3840632,0.68292683,0.68292683,0.38423085,evid_mlecombo_kl0.1
29,0.78160083,3.6055512,12.129693,0.23170732,0.34294033,0.38409376,evid_mlecombo_kl0.1
30,0.81242776,1.4142135,8.914215,0.4864865,0.5977504,0.38324547,evid_mlecombo_kl0.1
31,0.37123853,14.0,46.59864,0.29166666,0.4117647,0.3816102,evid_mlecombo_kl0.1
32,0.7686185,3.0,12.87234,0.72727275,0.5714286,0.38074166,evid_mlecombo_kl0.1
33,0.7978732,2.236068,4.2731,0.72727275,0.5925926,0.38215616,evid_mlecombo_kl0.1
34,0.63564044,5.656854,19.784946,0.32258064,0.4651163,0.38103497,evid_mlecombo_kl0.1
