,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf,rmse_mean,rmse_95%conf
0,evid_combo_kl0.01,0.7252289056777954,0.04411660507321358,4.530529975891113,1.3729372024536133,17.165964126586914,4.867844581604004,0.519332766532898,0.062255632132291794,0.5740104913711548,0.049865737557411194,0.3824121057987213,0.00043546746019273996
