,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf,rmse_mean,rmse_95%conf
0,evid_combo_k0.1_anneal_long,0.7319955229759216,0.04651983827352524,4.464737415313721,1.35408616065979,15.153183937072754,5.409194469451904,0.572654128074646,0.06462790817022324,0.5800681114196777,0.046224795281887054,0.3823043704032898,0.0004441560013219714
