,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf,rmse_mean,rmse_95%conf
0,evid_mlecombo_kl0.05,0.7310941219329834,0.040384020656347275,4.44243049621582,1.3288711309432983,14.856987953186035,4.6057024002075195,0.5781556367874146,0.057010944932699203,0.5860713124275208,0.04118254408240318,0.3824094235897064,0.0004463329096324742
