,dice,hd95,avd,recall,f1,rmse,model_name
0,0.69202566,2.236068,9.432315,0.53968257,0.6052254,0.38170967,evid_combo_kl0.05
1,0.8959996,1.4142135,2.0177855,0.76,0.75281405,0.38421166,evid_combo_kl0.05
2,0.6400583,3.0,3.0694206,0.8214286,0.7706627,0.38261884,evid_combo_kl0.05
3,0.687389,2.0,5.638665,0.7708333,0.67715186,0.3814866,evid_combo_kl0.05
4,0.9287584,1.0,3.739933,0.85,0.7762557,0.3842912,evid_combo_kl0.05
5,0.6744868,2.4494898,5.9349594,0.46938777,0.6022444,0.38114277,evid_combo_kl0.05
6,0.74941814,1.7320508,0.6225681,0.42424244,0.34890965,0.38106334,evid_combo_kl0.05
7,0.57310665,7.7069664,33.419155,0.4957265,0.61437577,0.381446,evid_combo_kl0.05
8,0.66847825,2.0,15.893333,0.875,0.74902725,0.38148895,evid_combo_kl0.05
9,0.48403057,8.602325,39.956802,0.33333334,0.4117647,0.3813109,evid_combo_kl0.05
10,0.67496884,1.4142135,12.433863,0.78571427,0.6111111,0.38083085,evid_combo_kl0.05
11,0.78529716,8.513615,11.709091,0.8333333,0.6069364,0.3809987,evid_combo_kl0.05
12,0.82740825,1.0,4.754916,0.5897436,0.6602871,0.38147464,evid_combo_kl0.05
13,0.930583,1.0,2.392139,0.6666667,0.7207207,0.38509944,evid_combo_kl0.05
14,0.89955896,1.0,2.8402102,0.73913044,0.609475,0.38196984,evid_combo_kl0.05
15,0.80897415,2.828427,4.170646,0.7692308,0.6177606,0.38135266,evid_combo_kl0.05
16,0.7924528,1.0,13.582089,0.7916667,0.63901347,0.38090354,evid_combo_kl0.05
17,0.798797,1.4142135,10.443038,0.84615386,0.8532495,0.38154823,evid_combo_kl0.05
18,0.83719486,1.4142135,2.3361557,0.73170733,0.71550256,0.38212147,evid_combo_kl0.05
19,0.7819575,1.7320508,2.6125817,0.6976744,0.7607497,0.38207266,evid_combo_kl0.05
20,0.82771194,1.4142135,3.8762777,0.4811321,0.57566136,0.38231832,evid_combo_kl0.05
21,0.7949893,1.4142135,1.1677935,0.51111114,0.5822785,0.38090998,evid_combo_kl0.05
22,0.85637647,1.0,2.7547884,0.8214286,0.80627304,0.38207397,evid_combo_kl0.05
23,0.762419,1.4142135,18.654074,0.8214286,0.79447323,0.38078052,evid_combo_kl0.05
24,0.8108809,2.236068,23.47021,0.515625,0.477396,0.3836476,evid_combo_kl0.05
25,0.75514203,2.4494898,1.7956806,0.2875,0.38166732,0.38177603,evid_combo_kl0.05
26,0.86241364,1.7320508,0.6121157,0.3181818,0.4486647,0.38321877,evid_combo_kl0.05
27,0.8820658,1.0,1.8349389,0.7826087,0.8165911,0.3841508,evid_combo_kl0.05
28,0.87377983,1.0,1.4309644,0.6707317,0.7308544,0.38394386,evid_combo_kl0.05
29,0.7871556,4.2426405,12.935154,0.25609756,0.37269625,0.38392442,evid_combo_kl0.05
30,0.8305055,1.4142135,1.0955031,0.5045045,0.6291064,0.38296768,evid_combo_kl0.05
31,0.39263803,8.209559,41.59378,0.33333334,0.45454547,0.3816038,evid_combo_kl0.05
32,0.78061223,9.041364,8.510638,0.8181818,0.47368422,0.38073036,evid_combo_kl0.05
33,0.818936,2.236068,7.1743927,0.90909094,0.6949807,0.38203686,evid_combo_kl0.05
34,0.69909424,2.0,13.691756,0.5967742,0.66890496,0.38104966,evid_combo_kl0.05
