,dice,hd95,avd,recall,f1,rmse,model_name
0,0.6117333,4.1231055,36.24454,0.47619048,0.5839416,0.38201517,evid_combo_kl0.01
1,0.8673079,2.0,9.6832905,0.64,0.7125186,0.38485965,evid_combo_kl0.01
2,0.6372533,4.582576,27.051062,0.71428573,0.7446808,0.38263625,evid_combo_kl0.01
3,0.6110613,6.4807405,7.5373993,0.41666666,0.44025156,0.38188338,evid_combo_kl0.01
4,0.91352737,1.4142135,6.0346413,0.55,0.62445414,0.38487518,evid_combo_kl0.01
5,0.5129288,5.93706,45.93496,0.40816328,0.5529954,0.38139325,evid_combo_kl0.01
6,0.69779974,4.2426405,26.692608,0.27272728,0.36206895,0.38123432,evid_combo_kl0.01
7,0.53265995,11.882749,47.06488,0.34188035,0.49206123,0.3815606,evid_combo_kl0.01
8,0.6266705,4.2426405,12.426666,0.6875,0.7249284,0.38161165,evid_combo_kl0.01
9,0.38572904,20.29277,60.763138,0.18055555,0.27069235,0.38147524,evid_combo_kl0.01
10,0.6005435,1.7320508,5.291005,0.64285713,0.66288954,0.38100627,evid_combo_kl0.01
11,0.7158489,10.816654,6.0363636,0.6666667,0.5,0.3813483,evid_combo_kl0.01
12,0.7969289,2.828427,12.679777,0.51282054,0.59900165,0.38172662,evid_combo_kl0.01
13,0.91591346,1.4142135,9.896099,0.5362319,0.67754775,0.38567477,evid_combo_kl0.01
14,0.8794453,1.4142135,12.915129,0.6956522,0.74418604,0.38231906,evid_combo_kl0.01
15,0.8147763,3.1622777,16.427889,0.6923077,0.6792453,0.38144723,evid_combo_kl0.01
16,0.75922406,2.6768522,3.8059702,0.625,0.60747665,0.381114,evid_combo_kl0.01
17,0.758161,2.4494898,14.841772,0.65384614,0.73913044,0.38178372,evid_combo_kl0.01
18,0.81219256,2.0,5.566008,0.73170733,0.7619828,0.38254017,evid_combo_kl0.01
19,0.7609986,3.0,17.548986,0.627907,0.71836966,0.38231322,evid_combo_kl0.01
20,0.76516443,2.4494898,21.200052,0.33962265,0.48209894,0.38259327,evid_combo_kl0.01
21,0.7320635,3.7607298,6.3921328,0.4888889,0.56066483,0.38115564,evid_combo_kl0.01
22,0.8297229,1.4142135,8.429889,0.76785713,0.7941103,0.3824799,evid_combo_kl0.01
23,0.69878244,1.4142135,23.022432,0.8214286,0.7296072,0.38102603,evid_combo_kl0.01
24,0.8210584,2.828427,6.6183577,0.4375,0.51300234,0.38353285,evid_combo_kl0.01
25,0.70022225,4.0,14.389711,0.25,0.37956205,0.38205838,evid_combo_kl0.01
26,0.8243642,3.3166249,11.602055,0.21428572,0.33291298,0.38379616,evid_combo_kl0.01
27,0.8586116,1.4142135,10.16723,0.65217394,0.7549234,0.38472033,evid_combo_kl0.01
28,0.8502702,1.4142135,11.385499,0.5365854,0.65011,0.38439232,evid_combo_kl0.01
29,0.7735112,5.0,21.883959,0.19512194,0.3001443,0.38413915,evid_combo_kl0.01
30,0.7951226,2.2006578,13.066525,0.43243244,0.57675576,0.38341016,evid_combo_kl0.01
31,0.3733246,12.369317,51.360546,0.2361111,0.36001694,0.3816465,evid_combo_kl0.01
32,0.710933,11.441146,14.148936,0.8181818,0.6020067,0.38091296,evid_combo_kl0.01
33,0.7830181,2.4494898,2.4124882,0.59090906,0.4,0.3824943,evid_combo_kl0.01
34,0.6561378,6.4031243,0.28673837,0.32258064,0.45602605,0.38124707,evid_combo_kl0.01
