,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf,rmse_mean,rmse_95%conf
0,evid_combo_k0.1_anneal_short,0.7435059547424316,0.0442020483314991,3.834278106689453,1.1611921787261963,15.883031845092773,4.949235916137695,0.583714485168457,0.0643828883767128,0.610630989074707,0.045408014208078384,0.3822248578071594,0.00042719271732494235
