,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf,rmse_mean,rmse_95%conf
0,evid_combo_kl0.1,0.7181113362312317,0.04710599407553673,4.04345703125,1.1889415979385376,21.065412521362305,6.052593231201172,0.5574039816856384,0.06578417867422104,0.6003385186195374,0.04588489234447479,0.3824378550052643,0.00045384213444776833
