,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf,rmse_mean,rmse_95%conf
0,evid_dice,0.7027514576911926,0.040848035365343094,9.515292167663574,3.0948901176452637,18.318191528320312,6.124906063079834,0.5586496591567993,0.06299984455108643,0.45287007093429565,0.042319852858781815,0.38297826051712036,0.0004979429068043828
