,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf,rmse_mean,rmse_95%conf
0,evid_xent,0.6905067563056946,0.050825707614421844,5.228828430175781,1.2249151468276978,28.642852783203125,5.9718918800354,0.44745856523513794,0.054672759026288986,0.5518061518669128,0.04879586398601532,0.3824639320373535,0.0004688281042035669
