,dice,hd95,avd,recall,f1,rmse,model_name
0,0.6627848,4.2426405,27.510918,0.4920635,0.5956211,0.3818408,evid_combo_k0.1_anneal_long
1,0.8809022,1.4142135,0.31722918,0.72,0.7283237,0.38477224,evid_combo_k0.1_anneal_long
2,0.61737126,4.571532,13.396443,0.78571427,0.7911247,0.38271078,evid_combo_k0.1_anneal_long
3,0.625733,5.0990195,33.199078,0.5208333,0.54615927,0.38160712,evid_combo_k0.1_anneal_long
4,0.9198608,1.0,1.7688376,0.8,0.6956522,0.3849023,evid_combo_k0.1_anneal_long
5,0.536,10.339033,37.398373,0.3877551,0.44958848,0.38132006,evid_combo_k0.1_anneal_long
6,0.7061791,3.1622777,14.863813,0.33333334,0.3859649,0.38118297,evid_combo_k0.1_anneal_long
7,0.49278423,11.189266,53.70752,0.36752138,0.5180099,0.38148475,evid_combo_k0.1_anneal_long
8,0.62656933,3.1622777,17.333334,0.75,0.7358491,0.38147405,evid_combo_k0.1_anneal_long
9,0.34336677,12.210645,70.84233,0.18055555,0.27554047,0.38134697,evid_combo_k0.1_anneal_long
10,0.6363636,2.0,6.6137567,0.64285713,0.54545456,0.38093543,evid_combo_k0.1_anneal_long
11,0.7334501,10.677078,7.6363635,0.7916667,0.5135135,0.38118672,evid_combo_k0.1_anneal_long
12,0.79003215,1.7320508,17.434692,0.6666667,0.6896552,0.3816142,evid_combo_k0.1_anneal_long
13,0.9271417,1.0,1.7504766,0.5797101,0.6572069,0.38564855,evid_combo_k0.1_anneal_long
14,0.89258206,1.0,6.899251,0.6956522,0.65603644,0.38214633,evid_combo_k0.1_anneal_long
15,0.8089542,2.4494898,13.689908,0.65384614,0.5947522,0.38137174,evid_combo_k0.1_anneal_long
16,0.74747473,1.4142135,7.9104476,0.7083333,0.5654886,0.3809957,evid_combo_k0.1_anneal_long
17,0.76984924,1.7320508,11.07595,0.75,0.74772036,0.38164803,evid_combo_k0.1_anneal_long
18,0.8153113,1.7320508,5.8482285,0.75609756,0.76912475,0.38243565,evid_combo_k0.1_anneal_long
19,0.7736837,2.236068,12.942592,0.68604654,0.74929786,0.3821776,evid_combo_k0.1_anneal_long
20,0.78841615,2.236068,14.350192,0.36792454,0.49622267,0.3824264,evid_combo_k0.1_anneal_long
21,0.7405141,12.249351,0.8604794,0.53333336,0.5482866,0.38107875,evid_combo_k0.1_anneal_long
22,0.8359548,1.1035534,7.5668006,0.8035714,0.7758621,0.38229072,evid_combo_k0.1_anneal_long
23,0.7068273,7.6375155,5.785124,0.60714287,0.5483871,0.38086626,evid_combo_k0.1_anneal_long
24,0.8161564,2.828427,18.276972,0.546875,0.5791106,0.38366368,evid_combo_k0.1_anneal_long
25,0.68964565,3.7416575,24.702742,0.3,0.41749504,0.3818944,evid_combo_k0.1_anneal_long
26,0.8411699,2.828427,4.425526,0.26623377,0.38409257,0.38365766,evid_combo_k0.1_anneal_long
27,0.87099814,1.0,0.8298928,0.79347825,0.787499,0.38458702,evid_combo_k0.1_anneal_long
28,0.8627064,1.0,1.1677434,0.69512194,0.68697274,0.384345,evid_combo_k0.1_anneal_long
29,0.7887385,3.3166249,11.372014,0.25609756,0.37004405,0.3840318,evid_combo_k0.1_anneal_long
30,0.81046516,2.0,3.807757,0.5135135,0.6299925,0.38332164,evid_combo_k0.1_anneal_long
31,0.35546875,16.431677,50.728863,0.2361111,0.3527289,0.3816202,evid_combo_k0.1_anneal_long
32,0.7602933,6.9259224,11.382978,0.8181818,0.5232558,0.38078403,evid_combo_k0.1_anneal_long
33,0.78845835,2.236068,8.7354145,0.6818182,0.5122732,0.38217303,evid_combo_k0.1_anneal_long
34,0.65763456,8.3666,4.2293906,0.3548387,0.4800759,0.38111204,evid_combo_k0.1_anneal_long
