,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf,rmse_mean,rmse_95%conf
0,evid_mle,0.7191161513328552,0.048633694648742676,4.646230220794678,1.2038921117782593,25.83876609802246,5.767520427703857,0.462150514125824,0.05465106666088104,0.5750746726989746,0.048815444111824036,0.38221612572669983,0.0004267665499355644
