,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf,rmse_mean,rmse_95%conf
0,evid_mlecombo_kl0.1,0.7390352487564087,0.04380621761083603,3.475895881652832,1.1485704183578491,16.16294288635254,5.010078430175781,0.5849226117134094,0.0654580146074295,0.6099615097045898,0.04659971967339516,0.3822250962257385,0.00043707428267225623
