,dice,hd95,avd,recall,f1,rmse,model_name
0,0.56049097,5.0990195,50.567684,0.42857143,0.5290023,0.38197073,evid_combo_kl0.1
1,0.87681025,1.4142135,3.5727286,0.72,0.7193745,0.38491628,evid_combo_kl0.1
2,0.63419586,4.472136,30.378658,0.78571427,0.8119508,0.38264748,evid_combo_kl0.1
3,0.5809846,7.172782,46.89298,0.45833334,0.55300546,0.38166735,evid_combo_kl0.1
4,0.9175677,1.0,1.7026441,0.8,0.74666667,0.3850496,evid_combo_kl0.1
5,0.46745896,6.204449,56.341465,0.36734694,0.5245033,0.38140598,evid_combo_kl0.1
6,0.6422925,4.5163116,42.490273,0.33333334,0.47826087,0.3812666,evid_combo_kl0.1
7,0.50326574,10.5164995,50.205975,0.3931624,0.54375994,0.3816328,evid_combo_kl0.1
8,0.62854,2.236068,6.0266666,0.8125,0.7688938,0.3816709,evid_combo_kl0.1
9,0.39593366,17.14643,65.442764,0.2638889,0.39325413,0.3814802,evid_combo_kl0.1
10,0.60785663,2.35345,8.068783,0.78571427,0.6962025,0.38103095,evid_combo_kl0.1
11,0.7196881,10.488089,13.454545,0.5833333,0.46666667,0.38123855,evid_combo_kl0.1
12,0.7698787,2.828427,25.770473,0.53846157,0.5919118,0.38176164,evid_combo_kl0.1
13,0.9198947,1.0,5.173571,0.6086956,0.6627219,0.38597742,evid_combo_kl0.1
14,0.87778956,1.0,10.60047,0.65217394,0.7073509,0.38230252,evid_combo_kl0.1
15,0.8066966,3.3166249,15.536453,0.7307692,0.7193764,0.3815086,evid_combo_kl0.1
16,0.77051795,1.4142135,12.686567,0.6666667,0.6511628,0.38109028,evid_combo_kl0.1
17,0.7640765,2.0,19.588608,0.7307692,0.79033166,0.38174304,evid_combo_kl0.1
18,0.81945336,1.4142135,4.954531,0.75609756,0.6966292,0.38254237,evid_combo_kl0.1
19,0.7466489,2.4494898,19.199038,0.6395349,0.6973539,0.38237098,evid_combo_kl0.1
20,0.7724423,2.236068,20.03186,0.36792454,0.49285984,0.38262835,evid_combo_kl0.1
21,0.69293,2.342779,25.261217,0.44444445,0.54480284,0.38115495,evid_combo_kl0.1
22,0.83125234,1.4142135,8.725467,0.8035714,0.79991734,0.38250175,evid_combo_kl0.1
23,0.6939759,2.0,4.014168,0.64285713,0.6719057,0.3810001,evid_combo_kl0.1
24,0.8172173,2.236068,13.244766,0.515625,0.5650685,0.38371527,evid_combo_kl0.1
25,0.6807987,3.6055512,22.567339,0.25,0.37956205,0.3821153,evid_combo_kl0.1
26,0.8426359,2.4494898,6.001548,0.23376623,0.36757657,0.38371828,evid_combo_kl0.1
27,0.8661999,1.4142135,5.8217607,0.7826087,0.80803305,0.38481584,evid_combo_kl0.1
28,0.8503552,1.4142135,10.031108,0.6585366,0.7012987,0.38454762,evid_combo_kl0.1
29,0.7852076,4.1231055,15.235495,0.23170732,0.34261075,0.38419545,evid_combo_kl0.1
30,0.7994411,2.4494898,10.318933,0.45045045,0.5905512,0.38347334,evid_combo_kl0.1
31,0.35479257,9.055386,64.13994,0.25,0.38157895,0.38164675,evid_combo_kl0.1
32,0.73799884,9.907052,16.06383,0.8181818,0.6020067,0.38091016,evid_combo_kl0.1
33,0.7798639,3.0,7.6789656,0.6818182,0.5660377,0.38238904,evid_combo_kl0.1
34,0.618745,5.8309517,19.498207,0.32258064,0.44965786,0.3812394,evid_combo_kl0.1
