,dice,hd95,avd,recall,f1,rmse,model_name
0,0.48618442,7.0,59.34498,0.42857143,0.53503186,0.3820035,evid_combo_kl0
1,0.87289035,1.4142135,8.648396,0.66,0.76616913,0.38481006,evid_combo_kl0
2,0.59841955,5.3851647,40.275387,0.64285713,0.72206306,0.3825579,evid_combo_kl0
3,0.5652331,7.071068,40.794018,0.4375,0.5401929,0.38173032,evid_combo_kl0
4,0.9144814,1.4142135,5.633803,0.55,0.65185183,0.38482916,evid_combo_kl0
5,0.4115872,9.486833,65.28455,0.3469388,0.49598834,0.38137758,evid_combo_kl0
6,0.62711865,6.708204,43.891052,0.21212122,0.30939227,0.38120127,evid_combo_kl0
7,0.49279538,13.453624,57.054585,0.33333334,0.49367088,0.38148123,evid_combo_kl0
8,0.61084044,3.7416575,24.853333,0.725,0.78555304,0.3815515,evid_combo_kl0
9,0.36894274,12.04574,69.25846,0.22222222,0.34437087,0.38138786,evid_combo_kl0
10,0.5729984,2.236068,31.481482,0.5714286,0.63492066,0.3809445,evid_combo_kl0
11,0.7025761,11.01358,13.672728,0.75,0.5177665,0.38123754,evid_combo_kl0
12,0.7675972,2.828427,28.617552,0.51282054,0.62059236,0.38168117,evid_combo_kl0
13,0.91758096,1.0,7.9066772,0.6086956,0.7118644,0.38570976,evid_combo_kl0
14,0.8705584,1.4142135,14.961422,0.6956522,0.75195825,0.38229552,evid_combo_kl0
15,0.79242533,3.7416575,25.151226,0.6923077,0.76153845,0.38142815,evid_combo_kl0
16,0.7519604,2.236068,19.179104,0.5833333,0.53846157,0.38103557,evid_combo_kl0
17,0.7461774,3.0,24.08228,0.59615386,0.7164081,0.38172832,evid_combo_kl0
18,0.80235136,2.236068,15.961117,0.73170733,0.7894737,0.38244504,evid_combo_kl0
19,0.7270484,3.7416575,32.811962,0.5697674,0.70948863,0.38223666,evid_combo_kl0
20,0.74174815,3.6055512,26.2578,0.3301887,0.47600365,0.3826219,evid_combo_kl0
21,0.738255,2.0,7.682852,0.4888889,0.57570094,0.38113236,evid_combo_kl0
22,0.8231117,1.4142135,16.859777,0.75,0.82274246,0.38238853,evid_combo_kl0
23,0.7022438,3.6327724,5.312869,0.60714287,0.5762712,0.38097134,evid_combo_kl0
24,0.8162378,2.828427,7.463768,0.421875,0.4909091,0.38358626,evid_combo_kl0
25,0.61757576,6.4031243,39.844696,0.225,0.34085944,0.38206306,evid_combo_kl0
26,0.81567276,3.7416575,15.9431505,0.2012987,0.3166271,0.3837671,evid_combo_kl0
27,0.85506856,1.4142135,13.311647,0.6630435,0.746373,0.38473293,evid_combo_kl0
28,0.84637743,1.4142135,12.270878,0.5243902,0.6172249,0.38449398,evid_combo_kl0
29,0.7447712,5.3851647,26.375427,0.20731707,0.32173032,0.38444844,evid_combo_kl0
30,0.773441,2.828427,22.767029,0.36936936,0.5245791,0.3834471,evid_combo_kl0
31,0.30954915,9.257397,63.119534,0.25,0.3846154,0.38164154,evid_combo_kl0
32,0.726838,9.417216,22.021276,0.8181818,0.58441556,0.3808611,evid_combo_kl0
33,0.7656278,1.4142135,22.926521,0.59090906,0.5509934,0.38231742,evid_combo_kl0
34,0.6029008,6.6444926,17.132616,0.32258064,0.4526749,0.38122416,evid_combo_kl0
