,dice,hd95,avd,recall,f1,rmse,model_name
0,0.64535767,3.0,27.860262,0.5555556,0.6102635,0.38193905,evid_mlecombo_kl0.05
1,0.87683874,1.4142135,1.6693536,0.7,0.6982097,0.38484225,evid_mlecombo_kl0.05
2,0.6201966,4.2426405,7.401033,0.8214286,0.7820469,0.3828258,evid_mlecombo_kl0.05
3,0.5957751,7.172782,39.298042,0.47916666,0.5062531,0.38164467,evid_mlecombo_kl0.05
4,0.91415906,1.4142135,0.9230317,0.7,0.7241379,0.3850617,evid_mlecombo_kl0.05
5,0.55625916,5.5440598,33.08943,0.40816328,0.51282054,0.38136584,evid_mlecombo_kl0.05
6,0.6795159,3.6599936,26.381323,0.36363637,0.4292683,0.3812142,evid_mlecombo_kl0.05
7,0.5640051,9.110434,37.487125,0.45299146,0.5869324,0.3815406,evid_mlecombo_kl0.05
8,0.6340694,2.0,2.88,0.8,0.75695735,0.3816048,evid_mlecombo_kl0.05
9,0.48056537,12.00416,37.00504,0.30555555,0.41542092,0.38148007,evid_mlecombo_kl0.05
10,0.5935009,3.0,15.740741,0.64285713,0.57877815,0.38105047,evid_mlecombo_kl0.05
11,0.7047619,11.999564,13.818182,0.7083333,0.46655232,0.38128272,evid_mlecombo_kl0.05
12,0.7769854,2.236068,18.90226,0.51282054,0.5603736,0.38168404,evid_mlecombo_kl0.05
13,0.9224586,1.0,5.621929,0.5942029,0.6676845,0.38563737,evid_mlecombo_kl0.05
14,0.88650006,1.0,4.439226,0.6956522,0.6886657,0.38226867,evid_mlecombo_kl0.05
15,0.8284987,2.828427,12.320917,0.7307692,0.6853021,0.38138568,evid_mlecombo_kl0.05
16,0.7530275,1.4142135,3.358209,0.6666667,0.5473684,0.38106966,evid_mlecombo_kl0.05
17,0.7626775,3.0,12.78481,0.65384614,0.69191635,0.38168034,evid_mlecombo_kl0.05
18,0.81247956,1.4142135,8.52932,0.73170733,0.72833824,0.38238588,evid_mlecombo_kl0.05
19,0.7683525,2.236068,7.304916,0.68604654,0.752551,0.3823133,evid_mlecombo_kl0.05
20,0.76863974,2.828427,13.407673,0.3962264,0.5008518,0.3826395,evid_mlecombo_kl0.05
21,0.72260374,6.708204,5.8389673,0.53333336,0.530541,0.3811796,evid_mlecombo_kl0.05
22,0.83044267,1.4142135,5.0366516,0.78571427,0.76744187,0.38245374,evid_mlecombo_kl0.05
23,0.66143185,15.292343,55.60803,0.6785714,0.4679803,0.3810764,evid_mlecombo_kl0.05
24,0.8091116,2.236068,19.500805,0.53125,0.5151515,0.3838186,evid_mlecombo_kl0.05
25,0.6992795,3.0,8.032031,0.325,0.47653958,0.38209996,evid_mlecombo_kl0.05
26,0.82322145,3.4641016,3.785267,0.23376623,0.35689655,0.38379332,evid_mlecombo_kl0.05
27,0.861862,1.4142135,4.070228,0.8043478,0.8055811,0.38478228,evid_mlecombo_kl0.05
28,0.8521692,1.4142135,5.628141,0.69512194,0.69128996,0.38448533,evid_mlecombo_kl0.05
29,0.79398125,3.6055512,7.201365,0.2682927,0.38524076,0.3841017,evid_mlecombo_kl0.05
30,0.7870962,2.236068,10.486793,0.45945945,0.5649547,0.38346428,evid_mlecombo_kl0.05
31,0.4210851,15.257372,42.371235,0.3472222,0.47003525,0.3816387,evid_mlecombo_kl0.05
32,0.7513812,9.971699,7.4468083,0.8181818,0.54545456,0.38087565,evid_mlecombo_kl0.05
33,0.78568625,2.828427,0.9303059,0.6818182,0.46153846,0.38238376,evid_mlecombo_kl0.05
34,0.6443178,4.1231055,13.835126,0.46774194,0.5831588,0.38125944,evid_mlecombo_kl0.05
