,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf,rmse_mean,rmse_95%conf
0,evid_combo_kl0,0.699405312538147,0.05058373510837555,4.644844055175781,1.1263904571533203,27.090112686157227,5.9781928062438965,0.5040171146392822,0.06108041852712631,0.5765278935432434,0.050066594034433365,0.38238200545310974,0.00044802052434533834
