,dice,hd95,avd,recall,f1,rmse,best_dice,best_avd,best_rmse,model_name
0,0.5211353,7.071068,55.371178,0.46031746,0.57718444,0.6003966,0.5442033,1.746725,0.5124914,mcdrop_all_0.1
1,0.8657092,1.4142135,5.5593114,0.68,0.73022527,0.46917206,0.86263674,0.19241771,0.46925566,mcdrop_all_0.1
2,0.65962553,3.7416575,20.740103,0.83928573,0.85567987,0.54587835,0.64532924,3.3275962,0.5396072,mcdrop_all_0.1
3,0.5728083,6.708204,45.10932,0.4375,0.5311077,0.52428555,0.57402235,24.971231,0.48739326,mcdrop_all_0.1
4,0.9065268,1.4142135,3.6443202,0.65,0.7060703,0.42009756,0.9031333,0.091935426,0.4242964,mcdrop_all_0.1
5,0.3769568,8.602325,70.162605,0.3469388,0.49476135,0.6570151,0.47262517,26.260162,0.5072281,mcdrop_all_0.1
6,0.62575454,4.2426405,45.29183,0.3030303,0.44624746,0.5810694,0.65787077,14.1634245,0.49655178,mcdrop_all_0.1
7,0.5430508,9.444551,48.09475,0.41880342,0.57286835,0.62929267,0.6202388,18.84655,0.5365146,mcdrop_all_0.1
8,0.621606,3.1622777,15.36,0.775,0.8187108,0.5863277,0.61801594,0.10666667,0.5218879,mcdrop_all_0.1
9,0.4861041,9.643651,57.5234,0.3472222,0.4834254,0.5601232,0.5131034,4.24766,0.513851,mcdrop_all_0.1
10,0.5530303,2.5063303,25.396826,0.64285713,0.66442955,0.57636666,0.54882395,14.41799,0.49417225,mcdrop_all_0.1
11,0.6753976,11.182571,33.236362,0.75,0.4549763,0.51106334,0.7033441,2.2545455,0.5005555,mcdrop_all_0.1
12,0.7831671,2.8627417,26.328148,0.5641026,0.692494,0.50073916,0.7927157,4.4027004,0.47083303,mcdrop_all_0.1
13,0.91303974,1.4142135,11.114989,0.5217391,0.61384904,0.40030515,0.9186104,4.3224955,0.39387912,mcdrop_all_0.1
14,0.87324613,1.4142135,11.12602,0.65217394,0.7632743,0.4502703,0.86423576,2.102203,0.45593652,mcdrop_all_0.1
15,0.83321893,3.1622777,14.453996,0.8076923,0.85873604,0.46314263,0.8276318,0.09551098,0.45514637,mcdrop_all_0.1
16,0.746422,1.4142135,3.358209,0.7083333,0.59972864,0.524709,0.7488987,1.4179105,0.49633345,mcdrop_all_0.1
17,0.77046114,2.25741,14.018988,0.61538464,0.71391076,0.5044852,0.76801056,0.9177215,0.49204364,mcdrop_all_0.1
18,0.7826929,1.7320508,10.536219,0.85365856,0.725259,0.51450634,0.7879826,1.4424585,0.5122046,mcdrop_all_0.1
19,0.7547136,3.0,8.559643,0.6627907,0.729178,0.51106286,0.7432494,0.8594018,0.515832,mcdrop_all_0.1
20,0.7214556,4.358899,27.810965,0.36792454,0.5099891,0.5927801,0.7377182,13.606797,0.5588464,mcdrop_all_0.1
21,0.7297297,2.0,13.767671,0.53333336,0.5475285,0.5292381,0.71722585,2.4585125,0.4979849,mcdrop_all_0.1
22,0.8222667,1.4142135,5.0248284,0.8035714,0.7929515,0.49152842,0.81944525,1.2887207,0.48510268,mcdrop_all_0.1
23,0.60388035,9.723636,92.08973,0.85714287,0.5878962,0.53809285,0.6601082,40.023613,0.51148796,mcdrop_all_0.1
24,0.8153168,2.4494898,17.415459,0.53125,0.6067692,0.54256094,0.8180124,4.025765,0.53290486,mcdrop_all_0.1
25,0.5913721,11.045361,38.000484,0.2125,0.33519074,0.6433787,0.61665064,5.314244,0.5883848,mcdrop_all_0.1
26,0.7989144,3.4641016,2.2022092,0.25324675,0.37760472,0.5240821,0.7952821,0.9639063,0.5237302,mcdrop_all_0.1
27,0.8505022,1.4142135,6.935235,0.6956522,0.74606174,0.48106176,0.8464047,0.950832,0.4850332,mcdrop_all_0.1
28,0.84846807,1.4142135,9.586025,0.6585366,0.66450775,0.48259,0.8451486,1.3878918,0.48010466,mcdrop_all_0.1
29,0.80107623,4.582576,12.2662115,0.23170732,0.35675347,0.5289256,0.7995197,0.30716723,0.5215492,mcdrop_all_0.1
30,0.74901116,4.2426405,23.544483,0.36936936,0.529944,0.5608304,0.7624146,10.212916,0.5240014,mcdrop_all_0.1
31,0.40384018,10.770329,43.100098,0.29166666,0.43348625,0.7149286,0.4251565,8.98931,0.6032754,mcdrop_all_0.1
32,0.73795015,5.3851647,7.9787235,0.8181818,0.62068963,0.4726839,0.75215644,1.3829787,0.45680234,mcdrop_all_0.1
33,0.77397263,3.0,7.1901608,0.72727275,0.4806867,0.5238373,0.7729247,0.36266163,0.52632785,mcdrop_all_0.1
34,0.60523486,5.477226,0.07168459,0.32258064,0.46103182,0.5966569,0.6071193,0.14336917,0.5264355,mcdrop_all_0.1
