,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf,rmse_mean,rmse_95%conf,best_dice_mean,best_dice_95%conf,best_avd_mean,best_avd_95%conf,best_rmse_mean,best_rmse_95%conf
0,mcdrop_all_0.4,0.7134470343589783,0.043614596128463745,4.565191268920898,1.0060738325119019,22.359926223754883,5.931393146514893,0.5585629940032959,0.06344370543956757,0.5980194807052612,0.04557819291949272,0.5345556139945984,0.020606428384780884,0.649179995059967,0.0477912500500679,6.007463455200195,1.7424722909927368,0.5105118155479431,0.010715821757912636
