,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf,rmse_mean,rmse_95%conf,best_dice_mean,best_dice_95%conf,best_avd_mean,best_avd_95%conf,best_rmse_mean,best_rmse_95%conf
0,mcdrop_encoderboth_0.3,0.7146745324134827,0.044672202318906784,4.2192559242248535,0.8842340111732483,22.004220962524414,6.511923789978027,0.5549296140670776,0.06386727839708328,0.6094481348991394,0.047673359513282776,0.5288305282592773,0.019847577437758446,0.7228917479515076,0.04165256395936012,8.089144706726074,4.241631984710693,0.5094760656356812,0.016450412571430206
