,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf,rmse_mean,rmse_95%conf,best_dice_mean,best_dice_95%conf,best_avd_mean,best_avd_95%conf,best_rmse_mean,best_rmse_95%conf
0,mcdrop_encoder1_0.2,0.6905013918876648,0.04948921874165535,5.729991912841797,2.0834686756134033,26.81670570373535,7.469120502471924,0.5345893502235413,0.06698235124349594,0.58878093957901,0.047380950301885605,0.5414259433746338,0.02117861807346344,0.6974824666976929,0.048361919820308685,23.23409652709961,7.290260314941406,0.5360349416732788,0.02043534815311432
