,dice,hd95,avd,recall,f1,rmse,best_dice,best_avd,best_rmse,model_name
0,0.45373324,10.049875,63.144104,0.3968254,0.5200774,0.6249011,0.46726653,59.257645,0.61705536,mcdrop_encoder1_0.2
1,0.86308444,1.4142135,4.6908317,0.6,0.6792453,0.47095168,0.86360985,3.2138958,0.46993876,mcdrop_encoder1_0.2
2,0.5667705,4.582576,43.40218,0.75,0.8057143,0.59839934,0.6012935,35.886402,0.5823028,mcdrop_encoder1_0.2
3,0.5703335,5.1427293,49.884926,0.5416667,0.61857253,0.5366797,0.5776608,45.454548,0.5329213,mcdrop_encoder1_0.2
4,0.90024775,1.4142135,5.5345125,0.6,0.65217394,0.42914507,0.90099865,4.0966425,0.4280531,mcdrop_encoder1_0.2
5,0.37429112,10.0,70.97561,0.36734694,0.51184833,0.6356194,0.3835103,68.78049,0.62353355,mcdrop_encoder1_0.2
6,0.64624506,5.0,42.490273,0.27272728,0.42857143,0.5575991,0.65696263,39.610897,0.54999113,mcdrop_encoder1_0.2
7,0.5214998,10.686423,50.30896,0.3931624,0.5466179,0.63333577,0.53482085,47.6828,0.6278461,mcdrop_encoder1_0.2
8,0.5993846,4.705895,26.666666,0.725,0.78911567,0.59187156,0.6011456,23.093334,0.58909553,mcdrop_encoder1_0.2
9,0.49136657,13.156742,54.067673,0.2638889,0.3945183,0.5445046,0.50169164,51.043915,0.5403628,mcdrop_encoder1_0.2
10,0.50239235,3.1622777,34.126984,0.5714286,0.61538464,0.5981449,0.5101089,29.894178,0.5874928,mcdrop_encoder1_0.2
11,0.7236705,7.8886967,9.236363,0.75,0.53038675,0.49150884,0.7321937,4.218182,0.48201808,mcdrop_encoder1_0.2
12,0.7749278,4.0,27.208689,0.4871795,0.6293996,0.49074337,0.7828695,23.862637,0.48563096,mcdrop_encoder1_0.2
13,0.8951732,1.4142135,14.777029,0.5362319,0.66841847,0.42622602,0.89947164,13.507128,0.42107904,mcdrop_encoder1_0.2
14,0.8578401,1.4142135,16.728167,0.73913044,0.791498,0.46687967,0.86244726,14.491781,0.46040097,mcdrop_encoder1_0.2
15,0.8350926,3.7416575,16.014008,0.6923077,0.7685393,0.45487145,0.8374637,13.721745,0.45124915,mcdrop_encoder1_0.2
16,0.7480916,2.0,14.253732,0.7083333,0.6496815,0.5208028,0.7495069,10.820895,0.5189128,mcdrop_encoder1_0.2
17,0.7636858,4.1231055,13.86076,0.61538464,0.68603045,0.5051954,0.7651167,10.506329,0.5022411,mcdrop_encoder1_0.2
18,0.7900857,2.0,4.954531,0.7804878,0.71910113,0.50053567,0.79455024,0.09407338,0.4990933,mcdrop_encoder1_0.2
19,0.75147814,3.6055512,19.766243,0.6395349,0.72895956,0.5218126,0.7559262,16.55208,0.5171303,mcdrop_encoder1_0.2
20,0.7080639,4.1231055,29.616354,0.3207547,0.459164,0.5918046,0.71138245,27.09412,0.58754474,mcdrop_encoder1_0.2
21,0.7109945,4.0,10.755993,0.4888889,0.54163647,0.53911656,0.71201676,5.1014137,0.53592855,mcdrop_encoder1_0.2
22,0.8074378,1.4142135,12.4261055,0.73214287,0.7857494,0.5073412,0.81452966,9.588555,0.4992519,mcdrop_encoder1_0.2
23,0.60401607,6.708204,93.97875,0.89285713,0.62843674,0.5491004,0.61754966,85.242035,0.5440396,mcdrop_encoder1_0.2
24,0.820344,2.236068,7.858293,0.5,0.5794392,0.5292289,0.8210355,3.9533012,0.5271651,mcdrop_encoder1_0.2
25,0.57363605,7.071068,46.105312,0.225,0.35343617,0.63335186,0.57528657,42.902206,0.62841547,mcdrop_encoder1_0.2
26,0.79547,4.2426405,3.67973,0.22727273,0.3488372,0.5265129,0.7968231,0.94983464,0.52235323,mcdrop_encoder1_0.2
27,0.84487337,1.4142135,6.843488,0.73913044,0.7693212,0.48235422,0.8458884,4.5748363,0.48114955,mcdrop_encoder1_0.2
28,0.83340293,1.4142135,16.606844,0.6097561,0.6624029,0.49736208,0.83622164,14.970088,0.49498403,mcdrop_encoder1_0.2
29,0.79416484,4.358899,12.832765,0.20731707,0.3193088,0.5254604,0.7963433,10.928328,0.5247994,mcdrop_encoder1_0.2
30,0.7066408,6.164414,31.442707,0.3243243,0.47682118,0.58764565,0.72232527,28.57143,0.57614505,mcdrop_encoder1_0.2
31,0.33287483,10.084616,58.697765,0.22222222,0.34716982,0.70611244,0.34169173,54.664726,0.6888482,mcdrop_encoder1_0.2
32,0.66549915,37.134525,17.765957,0.8181818,0.64285713,0.5244445,0.68973094,6.2765956,0.51713085,mcdrop_encoder1_0.2
33,0.7595137,3.0,0.28382215,0.6818182,0.5193076,0.5397617,0.75832283,0.22075056,0.5397506,mcdrop_encoder1_0.2
34,0.58122206,7.6811457,7.5985665,0.29032257,0.4395887,0.6105814,0.594124,2.3655913,0.6073676,mcdrop_encoder1_0.2
