,dice,hd95,avd,recall,f1,rmse,best_dice,best_avd,best_rmse,model_name
0,0.52609605,7.0,53.580788,0.42857143,0.56682026,0.6066931,0.52609605,53.580784,0.6066931,ssn_prehead16_rank15_sdice0
1,0.8713348,1.4142135,1.1805086,0.74,0.7127846,0.4624607,0.8713348,1.1805086,0.4624607,ssn_prehead16_rank15_sdice0
2,0.64519393,4.1231055,29.890993,0.76785713,0.81254023,0.57107043,0.64519393,29.890993,0.57107043,ssn_prehead16_rank15_sdice0
3,0.57791,8.0,45.281933,0.375,0.46753246,0.5580482,0.57791,45.281937,0.5580482,ssn_prehead16_rank15_sdice0
4,0.9034059,1.4142135,2.4123855,0.7,0.7109375,0.42552894,0.9034059,2.4123855,0.42552894,ssn_prehead16_rank15_sdice0
5,0.46055683,8.602325,59.8374,0.3877551,0.54556805,0.62077534,0.46055683,59.837402,0.62077534,ssn_prehead16_rank15_sdice0
6,0.6877657,4.582576,35.25292,0.27272728,0.4,0.5471151,0.6877657,35.25292,0.5471151,ssn_prehead16_rank15_sdice0
7,0.5823344,9.560244,36.76622,0.44444445,0.5880721,0.59637856,0.5823344,36.76622,0.59637856,ssn_prehead16_rank15_sdice0
8,0.61556,4.1231055,12.853333,0.7875,0.8168557,0.5971743,0.61556,12.853333,0.5971743,ssn_prehead16_rank15_sdice0
9,0.516129,11.004536,41.540676,0.30555555,0.42867085,0.54348284,0.516129,41.540676,0.54348284,ssn_prehead16_rank15_sdice0
10,0.5968436,2.236068,15.608465,0.5714286,0.6241135,0.582777,0.5968436,15.608465,0.582777,ssn_prehead16_rank15_sdice0
11,0.7379382,11.0,9.527273,0.75,0.50246304,0.4799526,0.7379382,9.527273,0.4799526,ssn_prehead16_rank15_sdice0
12,0.79672134,3.0,20.956854,0.4871795,0.6116165,0.4898228,0.79672134,20.956854,0.4898228,ssn_prehead16_rank15_sdice0
13,0.91005594,1.4142135,10.814294,0.5942029,0.70007426,0.40212741,0.91005594,10.814294,0.40212741,ssn_prehead16_rank15_sdice0
14,0.8795101,1.4142135,13.742592,0.73913044,0.80712163,0.44371888,0.8795101,13.742592,0.44371888,ssn_prehead16_rank15_sdice0
15,0.8300409,3.7416575,13.053167,0.6923077,0.73866093,0.46578014,0.8300409,13.053168,0.46578014,ssn_prehead16_rank15_sdice0
16,0.75725305,1.4142135,3.2089553,0.625,0.5970149,0.520125,0.75725305,3.2089553,0.520125,ssn_prehead16_rank15_sdice0
17,0.77501285,3.1622777,15.601266,0.63461536,0.74157304,0.5160263,0.77501285,15.601265,0.5160263,ssn_prehead16_rank15_sdice0
18,0.8005985,1.7320508,0.90937597,0.75609756,0.7654321,0.509239,0.8005985,0.90937597,0.509239,ssn_prehead16_rank15_sdice0
19,0.75430477,3.0,14.334823,0.627907,0.7140496,0.5228771,0.75430477,14.334824,0.5228771,ssn_prehead16_rank15_sdice0
20,0.7087371,4.472136,31.501394,0.35849056,0.4945139,0.58536196,0.7087371,31.501394,0.58536196,ssn_prehead16_rank15_sdice0
21,0.7306805,2.236068,13.153043,0.53333336,0.60850114,0.53576624,0.7306805,13.153042,0.53576624,ssn_prehead16_rank15_sdice0
22,0.8242299,1.4142135,5.4031687,0.8035714,0.8117026,0.48891643,0.8242299,5.4031687,0.48891643,ssn_prehead16_rank15_sdice0
23,0.62057334,3.728047,80.047226,0.6785714,0.5649158,0.56529915,0.62057334,80.047226,0.56529915,ssn_prehead16_rank15_sdice0
24,0.8161402,2.236068,18.695652,0.53125,0.6269504,0.54434025,0.8161402,18.695652,0.54434025,ssn_prehead16_rank15_sdice0
25,0.60651475,7.155363,41.32492,0.2625,0.41297936,0.6131933,0.60651475,41.32492,0.6131933,ssn_prehead16_rank15_sdice0
26,0.7963464,4.1231055,5.1150355,0.23376623,0.3654016,0.51974165,0.7963464,5.1150355,0.51974165,ssn_prehead16_rank15_sdice0
27,0.85938376,1.4142135,6.989449,0.7717391,0.7813527,0.4720021,0.85938376,6.9894495,0.4720021,ssn_prehead16_rank15_sdice0
28,0.8400834,1.4142135,14.122996,0.6097561,0.67264575,0.49189186,0.8400834,14.122995,0.49189186,ssn_prehead16_rank15_sdice0
29,0.79697335,4.5383997,12.361774,0.24390244,0.3673938,0.52989495,0.79697335,12.361774,0.52989495,ssn_prehead16_rank15_sdice0
30,0.7382769,5.0,26.292076,0.34234235,0.4973822,0.57128835,0.7382769,26.292076,0.57128835,ssn_prehead16_rank15_sdice0
31,0.43746185,10.440307,40.719143,0.31944445,0.4618474,0.6777525,0.43746185,40.719147,0.6777525,ssn_prehead16_rank15_sdice0
32,0.722973,7.6811457,11.063829,0.8181818,0.576,0.5109053,0.722973,11.063829,0.5109053,ssn_prehead16_rank15_sdice0
33,0.7757651,3.1622777,1.9552191,0.6818182,0.4328524,0.51829475,0.7757651,1.9552191,0.51829475,ssn_prehead16_rank15_sdice0
34,0.5933286,5.0990195,2.0071685,0.37096775,0.51111114,0.61294687,0.5933286,2.0071685,0.61294687,ssn_prehead16_rank15_sdice0
