,dice,hd95,avd,recall,f1,rmse,best_dice,best_avd,best_rmse,model_name
0,0.5985079,7.0,41.965065,0.44444445,0.59655833,0.58167845,0.6179269,25.58952,0.5548123,mcdrop_encoderboth_0.05
1,0.8793299,1.4142135,3.1774924,0.72,0.7171315,0.44891143,0.87958926,0.54084975,0.44756326,mcdrop_encoderboth_0.05
2,0.6535691,4.358899,24.784853,0.78571427,0.84823626,0.5557029,0.6601223,5.966724,0.54801446,mcdrop_encoderboth_0.05
3,0.602204,6.4807405,38.147297,0.5208333,0.6170119,0.5340139,0.61787075,18.411966,0.5137921,mcdrop_encoderboth_0.05
4,0.9138242,1.4142135,2.3792887,0.7,0.7133758,0.40695176,0.9145941,0.6582576,0.40713117,mcdrop_encoderboth_0.05
5,0.45194507,8.859889,57.886177,0.36734694,0.5245033,0.64627284,0.48783126,49.674797,0.6248666,mcdrop_encoderboth_0.05
6,0.6935484,4.289144,35.95331,0.3030303,0.4534005,0.52816725,0.7225691,25.525293,0.50344294,mcdrop_encoderboth_0.05
7,0.57376516,10.29563,42.584965,0.41880342,0.56647396,0.6074314,0.60842437,34.963955,0.58867866,mcdrop_encoderboth_0.05
8,0.6272825,3.6055512,1.3866667,0.8,0.7895717,0.5586256,0.63236517,0.10666667,0.5517584,mcdrop_encoderboth_0.05
9,0.52047056,13.156742,47.012238,0.29166666,0.40239522,0.53928643,0.5382951,33.62131,0.5292852,mcdrop_encoderboth_0.05
10,0.59986365,14.565365,5.952381,0.5,0.5945946,0.6059663,0.60263157,1.0582011,0.6011566,mcdrop_encoderboth_0.05
11,0.6973415,10.681741,13.381818,0.75,0.47524753,0.5207261,0.7195344,0.07272727,0.4992717,mcdrop_encoderboth_0.05
12,0.8039059,2.236068,16.642208,0.53846157,0.6039216,0.48178777,0.8075294,9.568536,0.47479364,mcdrop_encoderboth_0.05
13,0.9244258,1.4142135,5.855505,0.5942029,0.64600104,0.38285527,0.9255912,1.7880635,0.38083187,mcdrop_encoderboth_0.05
14,0.88340545,1.0,8.766633,0.7826087,0.8015489,0.43731406,0.8847905,3.4104888,0.43427286,mcdrop_encoderboth_0.05
15,0.8300731,3.14605,12.830309,0.7692308,0.7966457,0.46168166,0.8295148,6.3355618,0.46170095,mcdrop_encoderboth_0.05
16,0.7500928,1.4142135,0.9701493,0.7083333,0.61388886,0.51766187,0.7538941,0.0,0.5138943,mcdrop_encoderboth_0.05
17,0.7639598,2.4494898,7.879747,0.63461536,0.74920183,0.5092425,0.7714523,2.7531645,0.50461304,mcdrop_encoderboth_0.05
18,0.8061159,1.7320508,4.139229,0.8292683,0.7844268,0.5026722,0.80668294,0.28222013,0.5000687,mcdrop_encoderboth_0.05
19,0.75954765,3.0,14.575456,0.6511628,0.70035017,0.51410306,0.76248854,5.3626676,0.5103517,mcdrop_encoderboth_0.05
20,0.75389963,3.1622777,20.430107,0.38679245,0.5272992,0.5495284,0.75634515,13.792646,0.54602146,mcdrop_encoderboth_0.05
21,0.7215995,1.7320508,2.8887522,0.4888889,0.5730825,0.54657406,0.72046447,0.122925624,0.5391967,mcdrop_encoderboth_0.05
22,0.8327012,1.4142135,3.6060534,0.78571427,0.77506775,0.47950804,0.83246106,0.6975644,0.47790924,mcdrop_encoderboth_0.05
23,0.6748006,1.7320508,51.59386,0.64285713,0.59381443,0.54944783,0.67208415,36.599766,0.53995574,mcdrop_encoderboth_0.05
24,0.8206095,2.236068,13.462158,0.5,0.5686275,0.5327743,0.82641935,7.4798713,0.5254626,mcdrop_encoderboth_0.05
25,0.67971194,4.582576,21.426838,0.225,0.3597233,0.59156007,0.67936754,12.763892,0.5911643,mcdrop_encoderboth_0.05
26,0.81713414,3.3166249,1.5830578,0.24675325,0.3718051,0.50123584,0.8177938,0.55582917,0.5004859,mcdrop_encoderboth_0.05
27,0.86467993,1.4142135,6.184578,0.7173913,0.7435735,0.46565992,0.8657224,2.577255,0.46497145,mcdrop_encoderboth_0.05
28,0.85638756,1.4142135,6.2838,0.64634144,0.6811853,0.4727535,0.8569478,1.469251,0.4741916,mcdrop_encoderboth_0.05
29,0.7958301,4.1231055,15.351536,0.2195122,0.34449762,0.52889735,0.7984233,11.249146,0.52714133,mcdrop_encoderboth_0.05
30,0.77792615,3.7416575,14.771623,0.3873874,0.54133016,0.5359374,0.7812616,9.523809,0.52847564,mcdrop_encoderboth_0.05
31,0.40281975,9.0,55.247814,0.30555555,0.43737575,0.680917,0.42553192,40.136055,0.65947384,mcdrop_encoderboth_0.05
32,0.7404403,3.8449945,16.382978,0.8181818,0.67808217,0.47347546,0.75058824,0.21276595,0.4641708,mcdrop_encoderboth_0.05
33,0.781362,3.0,2.3651845,0.72727275,0.50793654,0.5182874,0.78488797,0.4415011,0.5134623,mcdrop_encoderboth_0.05
34,0.6266812,6.4807405,2.795699,0.33870968,0.4827586,0.58314055,0.63714284,0.71684587,0.57410264,mcdrop_encoderboth_0.05
