,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf,rmse_mean,rmse_95%conf,best_dice_mean,best_dice_95%conf,best_avd_mean,best_avd_95%conf,best_rmse_mean,best_rmse_95%conf
0,ssn_prehead16_rank15_sdice0,0.7169152498245239,0.04231059178709984,4.458674430847168,0.9961734414100647,21.345895767211914,6.2798919677734375,0.5499118566513062,0.0625123530626297,0.6010700464248657,0.0460672453045845,0.5342505574226379,0.020122436806559563,0.7169152498245239,0.04231059178709984,21.345895767211914,6.279892921447754,0.5342505574226379,0.020122436806559563
