,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf
0,landonia_early_stop60_lr2e-4,0.581455409526825,0.06862922012805939,13.44096565246582,2.3527660369873047,147.5514373779297,110.34711456298828,0.5054793357849121,0.04923202469944954,0.38494646549224854,0.046491824090480804
