,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf
0,polydecay_lr0.01_secondrun,0.6287754774093628,0.06022625416517258,9.02747917175293,2.0458178520202637,78.05343627929688,50.58544921875,0.6443761587142944,0.040138762444257736,0.532949686050415,0.04680626094341278
