,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf
0,standard_model_duplicate,0.6351112127304077,0.06305510550737381,11.877336502075195,2.8894569873809814,80.37154388427734,50.115047454833984,0.5643028616905212,0.044547535479068756,0.4818515181541443,0.050206564366817474
