,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf
0,check_cluster_working,0.5735728144645691,0.05633525550365448,13.292173385620117,2.273890972137451,51.7500114440918,22.845808029174805,0.2778366506099701,0.04257159307599068,0.3141286075115204,0.03418125584721565
