,dice,hd95,avd,recall,f1,model_name
0,0.693232,4.0,33.86794,0.421875,0.5562709,eslice_retention0.3
1,0.5652882,13.190906,118.23834,0.57575756,0.36267233,eslice_retention0.3
2,0.6884752,5.0,41.524555,0.3809524,0.5312085,eslice_retention0.3
3,0.77812207,3.0,13.773206,0.5875,0.6806214,eslice_retention0.3
4,0.7993741,2.236068,15.525773,0.425,0.48048452,eslice_retention0.3
5,0.76741165,5.7445626,26.392962,0.6233766,0.68085104,eslice_retention0.3
6,0.83084947,2.236068,3.4419627,0.71875,0.6612362,eslice_retention0.3
7,0.79072684,6.0,20.69934,0.6216216,0.54858655,eslice_retention0.3
8,0.8141391,3.0,28.409313,0.41463414,0.54688925,eslice_retention0.3
9,0.78717774,6.0,12.205449,0.3809524,0.42328042,eslice_retention0.3
10,0.8628719,1.7320508,8.651676,0.53846157,0.5129771,eslice_retention0.3
11,0.548803,16.077671,7.2519083,0.3888889,0.3255814,eslice_retention0.3
12,0.5683521,7.071068,52.802288,0.375,0.4987013,eslice_retention0.3
13,0.45896655,15.060014,27.296587,0.47826087,0.5760599,eslice_retention0.3
14,0.7798693,2.236068,1.9579647,0.6181818,0.67293,eslice_retention0.3
15,0.5180723,26.061438,2.1924481,0.625,0.5022157,eslice_retention0.3
16,0.3142091,15.811388,388.32806,0.9047619,0.28148147,eslice_retention0.3
17,0.84039146,4.582576,11.257066,0.51079136,0.62581325,eslice_retention0.3
18,0.19991565,15.811262,611.9863,0.8888889,0.28070176,eslice_retention0.3
19,0.77146804,3.7416575,4.639036,0.6268657,0.70362353,eslice_retention0.3
20,0.61676264,9.944722,66.951324,0.8181818,0.47368422,eslice_retention0.3
21,0.7011917,8.602325,52.131428,0.65789473,0.43375394,eslice_retention0.3
22,0.80103785,2.236068,3.5566251,0.6375,0.5400672,eslice_retention0.3
23,0.50800204,12.247449,88.02974,0.7,0.56121343,eslice_retention0.3
24,0.867131,2.236068,1.0535059,0.49056605,0.5765322,eslice_retention0.3
25,0.39565945,19.776115,41.532257,0.5,0.4695652,eslice_retention0.3
26,0.8347978,2.0,15.112425,0.7162162,0.61188895,eslice_retention0.3
27,0.44520548,19.328724,33.226837,0.7083333,0.3600605,eslice_retention0.3
28,0.45750597,13.527598,30.551817,0.5121951,0.600572,eslice_retention0.3
29,0.6968347,2.828427,31.353403,0.73333335,0.7162791,eslice_retention0.3
30,0.4798629,23.769728,21.559633,0.56,0.62306136,eslice_retention0.3
31,0.6857879,3.0,68.68282,0.78723407,0.6339374,eslice_retention0.3
32,0.7087117,13.595934,7.484725,0.56578946,0.65071034,eslice_retention0.3
33,0.522355,8.611014,16.172249,0.64,0.50473183,eslice_retention0.3
34,0.7363595,2.236068,17.231075,0.6,0.5294118,eslice_retention0.3
35,0.6005222,4.236664,27.97619,0.6511628,0.7113447,eslice_retention0.3
36,0.75840104,2.236068,2.061991,0.70731705,0.7631579,eslice_retention0.3
37,0.6724528,13.068926,28.645384,0.6857143,0.5714286,eslice_retention0.3
38,0.59032875,3.1622777,24.505999,0.84615386,0.81224674,eslice_retention0.3
39,0.7734127,2.236068,5.6513314,0.61445785,0.6851385,eslice_retention0.3
40,0.6272231,9.273619,8.46543,0.6513158,0.7490724,eslice_retention0.3
41,0.77632,3.0567973,9.466277,0.44047618,0.5601817,eslice_retention0.3
