,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf
0,polydecay_lr0.01,0.6507308483123779,0.057206809520721436,10.746739387512207,2.2148184776306152,54.71797561645508,35.21896743774414,0.591499388217926,0.042603135108947754,0.5299918055534363,0.04348785802721977
