,dice,hd95,avd,recall,f1,model_name
0,0.79734576,15.137696,9.725303,0.3125,0.3508772,landonia_early_stop30_lr2e-4
1,0.47553816,18.134212,117.72021,0.42424244,0.21148036,landonia_early_stop30_lr2e-4
2,0.7320662,3.397737,33.117325,0.2857143,0.40609136,landonia_early_stop30_lr2e-4
3,0.74486345,13.15864,7.074762,0.55,0.53457946,landonia_early_stop30_lr2e-4
4,0.7908876,9.749084,8.123712,0.325,0.33703703,landonia_early_stop30_lr2e-4
5,0.8077998,4.8468385,22.422739,0.5064935,0.5690938,landonia_early_stop30_lr2e-4
6,0.81995225,8.602325,0.69571584,0.6875,0.5332136,landonia_early_stop30_lr2e-4
7,0.8370185,11.558527,1.966016,0.6216216,0.36706033,landonia_early_stop30_lr2e-4
8,0.85828847,9.027693,18.23518,0.41463414,0.48405465,landonia_early_stop30_lr2e-4
9,0.77911496,12.124355,1.1413844,0.2857143,0.27027026,landonia_early_stop30_lr2e-4
10,0.8194639,3.3166249,20.998077,0.3846154,0.40069687,landonia_early_stop30_lr2e-4
11,0.36758322,24.859556,63.74046,0.5,0.26506025,landonia_early_stop30_lr2e-4
12,0.5385873,6.708204,55.07353,0.35,0.46713853,landonia_early_stop30_lr2e-4
13,0.36049384,18.627935,12.598425,0.36956522,0.36770007,landonia_early_stop30_lr2e-4
14,0.76208836,9.433981,18.01991,0.5,0.39490446,landonia_early_stop30_lr2e-4
15,0.10173114,25.687544,939.82947,0.60714287,0.23043288,landonia_early_stop30_lr2e-4
16,0.18624339,23.275522,694.3218,0.8095238,0.14132318,landonia_early_stop30_lr2e-4
17,0.8614113,3.3166249,7.3600826,0.47482014,0.5352609,landonia_early_stop30_lr2e-4
18,0.12246843,21.931713,1237.3287,0.9444444,0.11661989,landonia_early_stop30_lr2e-4
19,0.7866603,11.045361,7.039468,0.5522388,0.464632,landonia_early_stop30_lr2e-4
20,0.43881685,18.681541,221.52007,0.8484849,0.17732742,landonia_early_stop30_lr2e-4
21,0.7209922,12.827636,52.119213,0.6052632,0.29461426,landonia_early_stop30_lr2e-4
22,0.77134323,11.874342,28.346035,0.575,0.3730402,landonia_early_stop30_lr2e-4
23,0.43539324,17.959671,170.55762,0.6333333,0.32075968,landonia_early_stop30_lr2e-4
24,0.8612014,9.165152,3.1080608,0.44339624,0.40165022,landonia_early_stop30_lr2e-4
25,0.17006567,25.114723,383.26614,0.5,0.20168068,landonia_early_stop30_lr2e-4
26,0.8397306,8.16069,16.814476,0.6621622,0.43911183,landonia_early_stop30_lr2e-4
27,0.27681896,22.573212,272.04474,0.625,0.11022044,landonia_early_stop30_lr2e-4
28,0.38652256,14.447255,11.709287,0.4512195,0.49603105,landonia_early_stop30_lr2e-4
29,0.65925926,7.0,2.278275,0.5555556,0.55456173,landonia_early_stop30_lr2e-4
30,0.23880596,28.467508,46.330276,0.4,0.4173913,landonia_early_stop30_lr2e-4
31,0.68604326,3.0,59.50082,0.68085104,0.59723777,landonia_early_stop30_lr2e-4
32,0.64363277,13.477748,6.313646,0.56578946,0.59002894,landonia_early_stop30_lr2e-4
33,0.51461506,18.152119,32.440193,0.64,0.5614035,landonia_early_stop30_lr2e-4
34,0.65198237,17.492855,26.095617,0.6666667,0.35772356,landonia_early_stop30_lr2e-4
35,0.54212093,13.2581835,0.1984127,0.60465115,0.57549405,landonia_early_stop30_lr2e-4
36,0.74804133,2.0,0.51221436,0.69512194,0.680597,landonia_early_stop30_lr2e-4
37,0.5670233,14.686708,74.2019,0.5714286,0.40223464,landonia_early_stop30_lr2e-4
38,0.51743764,7.5498343,29.516584,0.75641024,0.7567097,landonia_early_stop30_lr2e-4
39,0.76598936,3.0,9.721514,0.5301205,0.59599173,landonia_early_stop30_lr2e-4
40,0.58432937,7.826189,22.22597,0.5986842,0.68711656,landonia_early_stop30_lr2e-4
41,0.7391182,3.0,10.886883,0.47619048,0.58790904,landonia_early_stop30_lr2e-4
