,dice,hd95,avd,recall,f1,model_name
0,0.8288,2.0,2.610476,0.546875,0.6095791,polydecay_lr0.01_secondrun
1,0.43535748,14.764823,223.21243,0.6363636,0.25735295,polydecay_lr0.01_secondrun
2,0.8001453,3.0,12.278308,0.44444445,0.5508197,polydecay_lr0.01_secondrun
3,0.7506185,2.236068,2.8098345,0.6625,0.6486119,polydecay_lr0.01_secondrun
4,0.7790262,3.3166249,3.6907218,0.5,0.41509435,polydecay_lr0.01_secondrun
5,0.82346874,3.6055512,3.1468532,0.6883117,0.6613191,polydecay_lr0.01_secondrun
6,0.8107934,6.4031243,27.297693,0.875,0.53846157,polydecay_lr0.01_secondrun
7,0.7925445,8.490783,3.35627,0.7567568,0.555974,polydecay_lr0.01_secondrun
8,0.85763973,2.828427,17.173742,0.5121951,0.6158654,polydecay_lr0.01_secondrun
9,0.7851929,11.691861,11.85567,0.47619048,0.46672428,polydecay_lr0.01_secondrun
10,0.86986727,1.4142135,2.1482906,0.53846157,0.4516129,polydecay_lr0.01_secondrun
11,0.5354839,15.100526,36.64122,0.6666667,0.42553192,polydecay_lr0.01_secondrun
12,0.73932487,3.7416575,13.643791,0.4,0.44,polydecay_lr0.01_secondrun
13,0.38083228,18.664093,8.136483,0.39130434,0.3956044,polydecay_lr0.01_secondrun
14,0.7718055,3.0,15.475664,0.59090906,0.59110665,polydecay_lr0.01_secondrun
15,0.18410462,27.734455,284.28745,0.51785713,0.33925214,polydecay_lr0.01_secondrun
16,0.25809237,17.464249,530.91486,0.9047619,0.24443345,polydecay_lr0.01_secondrun
17,0.84239984,3.6055512,2.28485,0.52517986,0.6191574,polydecay_lr0.01_secondrun
18,0.15851808,15.690634,927.73975,0.8333333,0.18036072,polydecay_lr0.01_secondrun
19,0.7882798,4.472136,9.260092,0.5597015,0.5859375,polydecay_lr0.01_secondrun
20,0.5397653,14.899665,127.49786,0.72727275,0.40484047,polydecay_lr0.01_secondrun
21,0.6688462,7.615773,68.99963,0.65789473,0.39281705,polydecay_lr0.01_secondrun
22,0.73834133,8.306623,12.167402,0.625,0.46875,polydecay_lr0.01_secondrun
23,0.41513056,14.798649,187.2119,0.71666664,0.47549313,polydecay_lr0.01_secondrun
24,0.8626,2.236068,9.184298,0.5188679,0.5796514,polydecay_lr0.01_secondrun
25,0.27415732,15.674814,158.87097,0.5,0.37878788,polydecay_lr0.01_secondrun
26,0.78754777,4.472136,29.633612,0.7027027,0.5278534,polydecay_lr0.01_secondrun
27,0.3533538,18.240055,164.377,0.7916667,0.30500472,polydecay_lr0.01_secondrun
28,0.44207722,13.928389,2.1534321,0.5731707,0.6271312,polydecay_lr0.01_secondrun
29,0.64977014,4.8989797,18.307568,0.6888889,0.6810919,polydecay_lr0.01_secondrun
30,0.35988754,24.376217,36.85015,0.56,0.61419356,polydecay_lr0.01_secondrun
31,0.6423033,3.1622777,70.19494,0.89361703,0.66246057,polydecay_lr0.01_secondrun
32,0.7129739,11.857469,16.242363,0.65789473,0.70251286,polydecay_lr0.01_secondrun
33,0.5305955,12.549491,33.014355,0.76,0.6210117,polydecay_lr0.01_secondrun
34,0.65493494,15.827184,60.358566,0.6666667,0.34285715,polydecay_lr0.01_secondrun
35,0.56107384,5.477226,21.72619,0.6744186,0.70189595,polydecay_lr0.01_secondrun
36,0.76360536,1.7320508,15.5109005,0.81707317,0.81235564,polydecay_lr0.01_secondrun
37,0.6203734,13.272144,63.41674,0.6571429,0.52708334,polydecay_lr0.01_secondrun
38,0.55910635,4.1231055,18.366266,0.8717949,0.79401195,polydecay_lr0.01_secondrun
39,0.70324373,3.0,5.3351016,0.6626506,0.72959846,polydecay_lr0.01_secondrun
40,0.6410545,6.164414,9.814503,0.7302632,0.7827145,polydecay_lr0.01_secondrun
41,0.735531,3.3166249,11.046203,0.5833333,0.6589698,polydecay_lr0.01_secondrun
