,dice,hd95,avd,recall,f1,model_name
0,0.79801106,4.1231055,18.136837,0.34375,0.43937233,early_stop60_lr2e-4_stepdecay30
1,0.56420493,17.262676,111.502594,0.4848485,0.2680067,early_stop60_lr2e-4_stepdecay30
2,0.7842053,3.6055512,27.251022,0.23809524,0.3508772,early_stop60_lr2e-4_stepdecay30
3,0.7317821,5.103876,19.944807,0.4625,0.5414072,early_stop60_lr2e-4_stepdecay30
4,0.81429356,2.4494898,12.474227,0.25,0.30588236,early_stop60_lr2e-4_stepdecay30
5,0.78547895,5.0,21.971577,0.5064935,0.52348995,early_stop60_lr2e-4_stepdecay30
6,0.83792543,2.236068,3.3321128,0.75,0.57251906,early_stop60_lr2e-4_stepdecay30
7,0.8495652,7.375438,6.2069936,0.6216216,0.4107143,early_stop60_lr2e-4_stepdecay30
8,0.85254663,3.1622777,20.602621,0.37804878,0.4697696,early_stop60_lr2e-4_stepdecay30
9,0.7910196,11.18034,3.2032402,0.33333334,0.34710744,early_stop60_lr2e-4_stepdecay30
10,0.8230072,3.1622777,19.209229,0.3846154,0.45171338,early_stop60_lr2e-4_stepdecay30
11,0.47301587,24.72549,40.458015,0.5555556,0.3773585,early_stop60_lr2e-4_stepdecay30
12,0.6222894,7.0,43.267975,0.375,0.45194805,early_stop60_lr2e-4_stepdecay30
13,0.4505814,18.590012,19.422573,0.39130434,0.42797202,early_stop60_lr2e-4_stepdecay30
14,0.7665748,3.1622777,12.732301,0.5181818,0.53427595,early_stop60_lr2e-4_stepdecay30
15,0.12448369,27.491816,655.17664,0.53571427,0.32378116,early_stop60_lr2e-4_stepdecay30
16,0.24875207,20.14693,558.3596,0.8095238,0.15582035,early_stop60_lr2e-4_stepdecay30
17,0.8408459,4.582576,9.692699,0.42446044,0.5477371,early_stop60_lr2e-4_stepdecay30
18,0.13378684,20.636131,1008.2192,0.9444444,0.13183972,early_stop60_lr2e-4_stepdecay30
19,0.77378,11.18034,17.387396,0.5597015,0.5009331,early_stop60_lr2e-4_stepdecay30
20,0.48779374,16.911535,174.29547,0.7878788,0.2217484,early_stop60_lr2e-4_stepdecay30
21,0.7129139,9.148736,44.216442,0.6052632,0.35914117,early_stop60_lr2e-4_stepdecay30
22,0.78963184,11.6683235,13.557962,0.5,0.42574257,early_stop60_lr2e-4_stepdecay30
23,0.43742254,13.601471,160.0,0.6166667,0.37117538,early_stop60_lr2e-4_stepdecay30
24,0.86553496,3.0,2.4042666,0.41509435,0.43964827,early_stop60_lr2e-4_stepdecay30
25,0.23314066,21.86321,218.54839,0.44827586,0.24007387,early_stop60_lr2e-4_stepdecay30
26,0.81053156,3.1622777,16.733852,0.6081081,0.51115113,early_stop60_lr2e-4_stepdecay30
27,0.3878568,21.765741,152.55591,0.7083333,0.22030237,early_stop60_lr2e-4_stepdecay30
28,0.42119944,20.813526,6.998654,0.4878049,0.5176046,early_stop60_lr2e-4_stepdecay30
29,0.68086135,9.755063,24.193111,0.6,0.46153846,early_stop60_lr2e-4_stepdecay30
30,0.35765672,22.208748,51.22324,0.28,0.33670887,early_stop60_lr2e-4_stepdecay30
31,0.66823566,3.1622777,24.485334,0.70212764,0.6908867,early_stop60_lr2e-4_stepdecay30
32,0.6378492,14.3527,6.8228106,0.55263156,0.61418796,early_stop60_lr2e-4_stepdecay30
33,0.5503356,16.124516,56.65072,0.56,0.38115183,early_stop60_lr2e-4_stepdecay30
34,0.6170304,17.058697,32.768925,0.6666667,0.32592592,early_stop60_lr2e-4_stepdecay30
35,0.5978118,11.17585,26.686508,0.4651163,0.48192772,early_stop60_lr2e-4_stepdecay30
36,0.78293,2.0,20.357237,0.63414633,0.6520777,early_stop60_lr2e-4_stepdecay30
37,0.57218194,15.033297,61.777393,0.54285717,0.4006326,early_stop60_lr2e-4_stepdecay30
38,0.5557417,4.472136,21.012703,0.7051282,0.7256341,early_stop60_lr2e-4_stepdecay30
39,0.7482371,5.907567,10.496787,0.57831323,0.6493414,early_stop60_lr2e-4_stepdecay30
40,0.58276385,9.343307,22.32715,0.55263156,0.6574445,early_stop60_lr2e-4_stepdecay30
41,0.7504499,5.894798,28.717472,0.53571427,0.5590976,early_stop60_lr2e-4_stepdecay30
