,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf
0,damnii_wd1e-1,0.6536738276481628,0.05876876041293144,9.225050926208496,2.3156421184539795,63.006988525390625,39.35316467285156,0.5735998153686523,0.04195766896009445,0.49866726994514465,0.0428776741027832
