,dice,hd95,avd,recall,f1,model_name
0,0.8293668,9.492089,5.7157483,0.4375,0.43951985,wd0
1,0.4385965,17.262676,166.21762,0.57575756,0.25346333,wd0
2,0.73454696,7.8740077,34.191677,0.3809524,0.47761193,wd0
3,0.7201771,12.277916,18.715504,0.525,0.46280992,wd0
4,0.80891025,10.099504,11.175258,0.4,0.32740214,wd0
5,0.80709285,3.6055512,21.260998,0.6233766,0.5549133,wd0
6,0.8019634,10.816654,6.041743,0.78125,0.47683924,wd0
7,0.73561954,15.652476,21.050415,0.7837838,0.39243582,wd0
8,0.8609892,10.677078,18.328115,0.40243903,0.44772866,wd0
9,0.7541691,14.59452,12.334315,0.3809524,0.26058632,wd0
10,0.8104458,3.0,22.987545,0.46153846,0.38423645,wd0
11,0.5520661,19.836798,30.91603,0.5,0.26190478,wd0
12,0.64593893,8.062258,42.075165,0.425,0.4702628,wd0
13,0.38665134,23.13435,28.08399,0.36956522,0.3207547,wd0
14,0.77042925,10.099504,8.738938,0.53636366,0.3733179,wd0
15,0.28894806,24.085249,165.89525,0.64285713,0.3143662,wd0
16,0.17398946,25.922941,876.9716,0.95238096,0.11213456,wd0
17,0.83841985,4.1231055,14.791816,0.50359714,0.5349706,wd0
18,0.10315925,24.454039,1393.4932,0.9444444,0.084405325,wd0
19,0.73383605,13.190906,1.4834127,0.58208954,0.48485723,wd0
20,0.3712148,19.957447,279.4193,0.8787879,0.1355291,wd0
21,0.7106342,9.69536,50.396973,0.57894737,0.24078341,wd0
22,0.81402177,9.0,0.44123545,0.5875,0.46273506,wd0
23,0.3441255,20.46949,245.50186,0.65,0.2350685,wd0
24,0.85467184,6.3245554,6.919916,0.43396226,0.40886006,wd0
25,0.21222131,27.18087,288.30646,0.51724136,0.18292683,wd0
26,0.8235441,7.3484693,15.202006,0.6756757,0.41966426,wd0
27,0.2085,23.366642,438.97763,0.7916667,0.12524234,wd0
28,0.428684,13.928389,29.205921,0.47560975,0.5124836,wd0
29,0.7242171,3.1622777,24.328722,0.6666667,0.5714286,wd0
30,0.42043796,23.862099,9.480123,0.5,0.44615385,wd0
31,0.67190874,3.0,36.327198,0.7446808,0.5848329,wd0
32,0.67758244,13.605142,11.456212,0.6315789,0.63849765,wd0
33,0.5900185,15.622098,58.851673,0.76,0.4511173,wd0
34,0.6412451,18.634466,55.976097,0.73333335,0.20276497,wd0
35,0.6157537,8.774964,48.115078,0.6976744,0.5563865,wd0
36,0.81245273,1.4142135,8.405569,0.7195122,0.78821725,wd0
37,0.56227046,14.866069,58.412426,0.62857145,0.3548387,wd0
38,0.59312606,4.1231055,6.474947,0.8076923,0.7011686,wd0
39,0.7855095,2.236068,6.4062023,0.6385542,0.5694005,wd0
40,0.60595196,6.127671,11.871839,0.68421054,0.69015443,wd0
41,0.7818159,2.236068,12.612852,0.61904764,0.6599617,wd0
