,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf
0,wd0,0.620124340057373,0.06430548429489136,12.457073211669922,2.2787234783172607,109.60853576660156,77.6343765258789,0.6102324724197388,0.046548325568437576,0.41363662481307983,0.05180981755256653
