,dice,hd95,avd,recall,f1,model_name
0,0.8295735,3.1622777,7.2342606,0.390625,0.40971613,early_stop60_lr2e-4
1,0.47125074,17.029387,149.6373,0.4848485,0.26101142,early_stop60_lr2e-4
2,0.8241234,2.9227922,14.222374,0.31746033,0.41692212,early_stop60_lr2e-4
3,0.75391006,9.361818,5.318615,0.55,0.5391582,early_stop60_lr2e-4
4,0.8102645,10.24206,8.103093,0.4,0.33684212,early_stop60_lr2e-4
5,0.825618,3.7416575,13.850665,0.58441556,0.5746562,early_stop60_lr2e-4
6,0.82782876,9.433981,13.419992,0.78125,0.51644987,early_stop60_lr2e-4
7,0.80394375,12.206555,10.799045,0.7027027,0.32986552,early_stop60_lr2e-4
8,0.90275294,8.949844,8.46214,0.46341464,0.4967933,early_stop60_lr2e-4
9,0.7618124,16.155495,8.836524,0.3809524,0.28995058,early_stop60_lr2e-4
10,0.84591657,2.236068,12.998412,0.42307693,0.38938054,early_stop60_lr2e-4
11,0.33302838,23.20344,217.17557,0.5555556,0.24390244,early_stop60_lr2e-4
12,0.7054205,4.358899,27.271242,0.375,0.3857143,early_stop60_lr2e-4
13,0.35162792,22.109947,82.15223,0.39130434,0.34537247,early_stop60_lr2e-4
14,0.7532402,7.3484693,19.347345,0.5090909,0.44021514,early_stop60_lr2e-4
15,0.10468594,27.073973,1021.68085,0.5714286,0.19474196,early_stop60_lr2e-4
16,0.1790751,22.643932,761.82965,0.85714287,0.14201184,early_stop60_lr2e-4
17,0.82791364,5.0,6.345036,0.46043167,0.5050364,early_stop60_lr2e-4
18,0.13293864,19.26136,1072.6028,0.9444444,0.10923695,early_stop60_lr2e-4
19,0.78424,9.055386,5.5920167,0.5074627,0.4548495,early_stop60_lr2e-4
20,0.38995516,18.05547,276.0888,0.8181818,0.13718018,early_stop60_lr2e-4
21,0.72505355,11.730284,45.181385,0.57894737,0.29520768,early_stop60_lr2e-4
22,0.7364516,15.033297,30.68592,0.6,0.33769634,early_stop60_lr2e-4
23,0.38849702,16.92039,211.07806,0.65,0.32733813,early_stop60_lr2e-4
24,0.8602646,4.1231055,4.843504,0.43396226,0.46867925,early_stop60_lr2e-4
25,0.16981132,21.679483,462.5,0.44827586,0.22201139,early_stop60_lr2e-4
26,0.79813725,12.559845,26.990952,0.6756757,0.4109845,early_stop60_lr2e-4
27,0.28626567,22.091854,296.64536,0.75,0.13043478,early_stop60_lr2e-4
28,0.37458637,15.876019,3.3647375,0.47560975,0.4845473,early_stop60_lr2e-4
29,0.63396525,10.271054,4.5836725,0.64444447,0.49025592,early_stop60_lr2e-4
30,0.374891,25.115725,24.617737,0.4,0.37209302,early_stop60_lr2e-4
31,0.70881796,4.582576,58.46238,0.78723407,0.58597285,early_stop60_lr2e-4
32,0.6415184,14.866069,14.613034,0.5394737,0.5531641,early_stop60_lr2e-4
33,0.5255333,18.618534,96.07655,0.72,0.371134,early_stop60_lr2e-4
34,0.5768678,17.714397,77.29084,0.73333335,0.278481,early_stop60_lr2e-4
35,0.587314,16.355276,53.373016,0.6511628,0.48180014,early_stop60_lr2e-4
36,0.80218714,2.0,16.18072,0.70731705,0.7062209,early_stop60_lr2e-4
37,0.50355387,15.532218,115.61691,0.6571429,0.36521113,early_stop60_lr2e-4
38,0.53963065,5.0,16.584333,0.78205127,0.7012569,early_stop60_lr2e-4
39,0.7372021,4.472136,12.088137,0.5903614,0.5730374,early_stop60_lr2e-4
40,0.6198217,9.899495,7.048904,0.6644737,0.67519814,early_stop60_lr2e-4
41,0.74668765,6.4031243,2.4163568,0.5952381,0.61772394,early_stop60_lr2e-4
