,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf
0,dice_factor0.25,0.6324209570884705,0.05358918011188507,10.411515235900879,2.213172197341919,53.654052734375,38.64408874511719,0.5635382533073425,0.04454744607210159,0.5252381563186646,0.04095165804028511
