,dice,hd95,avd,recall,f1,model_name
0,0.74876094,7.986958,20.98618,0.328125,0.39334026,early_stop15_lr2e-4
1,0.46750662,17.029387,112.53886,0.5151515,0.21059877,early_stop15_lr2e-4
2,0.6903766,5.3851647,36.97135,0.25396827,0.36960486,early_stop15_lr2e-4
3,0.6939532,10.029925,24.084295,0.4625,0.48816866,early_stop15_lr2e-4
4,0.7818868,11.401754,8.762887,0.35,0.34492755,early_stop15_lr2e-4
5,0.769469,8.246211,25.186104,0.5064935,0.5293904,early_stop15_lr2e-4
6,0.81663483,11.445523,10.875137,0.65625,0.42,early_stop15_lr2e-4
7,0.77894735,13.038404,7.89215,0.6216216,0.3541605,early_stop15_lr2e-4
8,0.85385346,9.327225,19.433575,0.41463414,0.45784542,early_stop15_lr2e-4
9,0.7655977,17.233688,0.3497791,0.3809524,0.26229507,early_stop15_lr2e-4
10,0.7864096,4.8989797,24.826548,0.3846154,0.41322315,early_stop15_lr2e-4
11,0.4848485,23.811726,14.122137,0.44444445,0.30075186,early_stop15_lr2e-4
12,0.6602332,8.306623,37.45098,0.325,0.413486,early_stop15_lr2e-4
13,0.3559322,22.653856,14.173228,0.32608697,0.29186934,early_stop15_lr2e-4
14,0.74956214,7.752153,27.389381,0.58181816,0.45878136,early_stop15_lr2e-4
15,0.13338473,28.653097,431.9123,0.5,0.29596412,early_stop15_lr2e-4
16,0.19733751,24.538742,605.6782,0.85714287,0.15789473,early_stop15_lr2e-4
17,0.82992476,4.8989797,11.591434,0.43165466,0.52475667,early_stop15_lr2e-4
18,0.13058764,21.270868,1163.6986,0.9444444,0.1328125,early_stop15_lr2e-4
19,0.75998944,8.774964,4.297402,0.5298507,0.4733743,early_stop15_lr2e-4
20,0.43320194,18.681541,189.92314,0.7878788,0.18922853,early_stop15_lr2e-4
21,0.67379737,12.4499,36.386955,0.57894737,0.31205675,early_stop15_lr2e-4
22,0.7973887,9.899495,1.7382003,0.4875,0.37925446,early_stop15_lr2e-4
23,0.4114933,20.049938,154.49814,0.53333336,0.25902864,early_stop15_lr2e-4
24,0.8651009,2.4494898,1.2021333,0.44339624,0.44477075,early_stop15_lr2e-4
25,0.2615716,25.307112,174.59677,0.41379312,0.22370173,early_stop15_lr2e-4
26,0.81201345,4.5987515,10.579594,0.6621622,0.49872774,early_stop15_lr2e-4
27,0.25921947,23.493597,246.16614,0.7916667,0.17246597,early_stop15_lr2e-4
28,0.38395905,14.764823,42.261105,0.4390244,0.5276212,early_stop15_lr2e-4
29,0.6532399,6.4807405,16.81584,0.6666667,0.6122449,early_stop15_lr2e-4
30,0.3060574,21.117443,56.116207,0.38,0.46860987,early_stop15_lr2e-4
31,0.56308174,7.519901,2.3137183,0.68085104,0.66743916,early_stop15_lr2e-4
32,0.61098903,14.296825,14.663951,0.4868421,0.54664147,early_stop15_lr2e-4
33,0.5642374,6.6632314,54.736843,0.64,0.48830113,early_stop15_lr2e-4
34,0.6564815,15.308486,15.139442,0.6666667,0.36363637,early_stop15_lr2e-4
35,0.5540481,6.7044563,26.686508,0.627907,0.5503185,early_stop15_lr2e-4
36,0.7617976,2.0,1.5629104,0.7195122,0.71688944,early_stop15_lr2e-4
37,0.54933727,14.3178215,34.339947,0.54285717,0.36190477,early_stop15_lr2e-4
38,0.49731517,5.0,29.146084,0.7948718,0.7692791,early_stop15_lr2e-4
39,0.7026575,3.6055512,16.902988,0.5301205,0.5842144,early_stop15_lr2e-4
40,0.5547416,8.602325,29.645868,0.5855263,0.6836001,early_stop15_lr2e-4
41,0.75420535,3.6055512,11.524163,0.5595238,0.6308725,early_stop15_lr2e-4
