,dice,hd95,avd,recall,f1,model_name
0,0.79691136,3.6804097,16.601263,0.421875,0.5126075,polydecay_lr0.01
1,0.5143202,16.03122,143.73058,0.57575756,0.30185348,polydecay_lr0.01
2,0.81125706,3.1622777,18.212824,0.34920636,0.48242903,polydecay_lr0.01
3,0.79979384,3.1622777,5.26844,0.6,0.6223092,polydecay_lr0.01
4,0.8367086,2.236068,6.556701,0.4,0.43979058,polydecay_lr0.01
5,0.85132194,3.0,2.9099932,0.66233766,0.67080283,polydecay_lr0.01
6,0.8432652,6.212156,7.689491,0.75,0.61417323,polydecay_lr0.01
7,0.8506962,8.955418,3.3281841,0.7297297,0.5212355,polydecay_lr0.01
8,0.8870176,2.4494898,14.703581,0.42682928,0.5478627,polydecay_lr0.01
9,0.78031766,14.212626,0.5338733,0.35714287,0.30769232,polydecay_lr0.01
10,0.84758896,2.0,12.262811,0.53846157,0.5185185,polydecay_lr0.01
11,0.55497384,25.88918,18.70229,0.5,0.4074074,polydecay_lr0.01
12,0.72983223,4.472136,27.630718,0.375,0.46027398,polydecay_lr0.01
13,0.38055557,22.469591,11.0236225,0.41304347,0.4064171,polydecay_lr0.01
14,0.80545425,2.236068,9.303098,0.58181816,0.59230393,polydecay_lr0.01
15,0.35231787,21.75086,75.88307,0.5535714,0.498463,polydecay_lr0.01
16,0.28229666,17.916473,459.306,0.8095238,0.23669817,polydecay_lr0.01
17,0.87592345,2.0,0.09951437,0.5683453,0.6545762,polydecay_lr0.01
18,0.20977852,15.779734,619.52057,0.8888889,0.22922637,polydecay_lr0.01
19,0.79757136,6.5190897,4.342354,0.5970149,0.6157312,polydecay_lr0.01
20,0.58486825,17.08215,101.366356,0.7878788,0.34666666,polydecay_lr0.01
21,0.71609867,8.602325,56.98058,0.65789473,0.46102265,polydecay_lr0.01
22,0.78795326,7.071068,1.3370771,0.65,0.5819423,polydecay_lr0.01
23,0.5071462,12.210645,122.52788,0.73333335,0.5176471,polydecay_lr0.01
24,0.8782533,1.7320508,5.416157,0.5188679,0.5875103,polydecay_lr0.01
25,0.33192685,19.236649,86.69355,0.5,0.37313432,polydecay_lr0.01
26,0.832239,3.1622777,23.739138,0.7027027,0.573108,polydecay_lr0.01
27,0.4537246,16.749596,83.06709,0.7083333,0.26536584,polydecay_lr0.01
28,0.4085821,15.748015,55.720055,0.4390244,0.5510964,polydecay_lr0.01
29,0.6619284,8.485281,2.2511528,0.62222224,0.619432,polydecay_lr0.01
30,0.3403315,27.74681,61.620796,0.32,0.44385734,polydecay_lr0.01
31,0.64851594,7.071068,44.907997,0.7446808,0.76373214,polydecay_lr0.01
32,0.7032967,15.132746,0.76374745,0.6184211,0.7022989,polydecay_lr0.01
33,0.5009124,20.072353,9.760765,0.76,0.53413653,polydecay_lr0.01
34,0.69359964,16.534756,19.42231,0.6666667,0.5301205,polydecay_lr0.01
35,0.455335,16.643316,40.079365,0.53488374,0.6219449,polydecay_lr0.01
36,0.6697153,4.1231055,21.93328,0.7195122,0.79465526,polydecay_lr0.01
37,0.62969995,13.928389,27.178602,0.6,0.54545456,polydecay_lr0.01
38,0.59610844,12.083046,43.13691,0.7307692,0.766913,polydecay_lr0.01
39,0.7593566,4.582576,2.1217995,0.6506024,0.7455755,polydecay_lr0.01
40,0.66140574,11.949606,16.222597,0.6381579,0.7187273,polydecay_lr0.01
41,0.7017945,7.28011,14.298991,0.44047618,0.57494336,polydecay_lr0.01
