,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf
0,wd1e-5,0.6175075769424438,0.057532355189323425,11.366496086120605,2.0226612091064453,78.15335845947266,55.637046813964844,0.6367877721786499,0.04346482828259468,0.48324304819107056,0.05254743620753288
