,dice,hd95,avd,recall,f1,model_name
0,0.8369903,2.9227922,7.9337997,0.40625,0.5048544,landonia_stepdecay100_lr0.01_es100
1,0.5758884,15.1194935,112.02073,0.54545456,0.30252102,landonia_stepdecay100_lr0.01_es100
2,0.8276184,2.9227922,17.479536,0.33333334,0.45882353,landonia_stepdecay100_lr0.01_es100
3,0.8132726,2.0,7.2002006,0.6,0.6627907,landonia_stepdecay100_lr0.01_es100
4,0.82690185,2.0236068,12.989691,0.375,0.4334601,landonia_stepdecay100_lr0.01_es100
5,0.85392076,3.0,6.970449,0.6363636,0.6722068,landonia_stepdecay100_lr0.01_es100
6,0.83895,8.062258,6.4445257,0.71875,0.5602436,landonia_stepdecay100_lr0.01_es100
7,0.87101036,9.0,1.9519731,0.7297297,0.5934066,landonia_stepdecay100_lr0.01_es100
8,0.8747236,3.0,16.371552,0.42682928,0.5204461,landonia_stepdecay100_lr0.01_es100
9,0.8010788,10.770329,2.0434463,0.4047619,0.40608034,landonia_stepdecay100_lr0.01_es100
10,0.8677294,1.4142135,5.985121,0.5,0.47916666,landonia_stepdecay100_lr0.01_es100
11,0.64830506,17.39902,19.847328,0.44444445,0.35555556,landonia_stepdecay100_lr0.01_es100
12,0.74416,4.2426405,24.779411,0.425,0.5256858,landonia_stepdecay100_lr0.01_es100
13,0.35238096,29.119888,34.645668,0.32608697,0.41095892,landonia_stepdecay100_lr0.01_es100
14,0.7822095,5.0990195,24.09292,0.6636364,0.5379067,landonia_stepdecay100_lr0.01_es100
15,0.15142754,25.573423,474.05603,0.53571427,0.27733505,landonia_stepdecay100_lr0.01_es100
16,0.23648103,20.148201,581.7035,0.9047619,0.15659341,landonia_stepdecay100_lr0.01_es100
17,0.87005144,2.236068,3.6103814,0.5827338,0.606174,landonia_stepdecay100_lr0.01_es100
18,0.16317599,17.08508,895.548,0.9444444,0.14454417,landonia_stepdecay100_lr0.01_es100
19,0.8012041,5.91608,15.040906,0.619403,0.568878,landonia_stepdecay100_lr0.01_es100
20,0.5410678,15.684387,132.70709,0.8484849,0.2650062,landonia_stepdecay100_lr0.01_es100
21,0.6988665,9.69536,68.31562,0.68421054,0.31687996,landonia_stepdecay100_lr0.01_es100
22,0.8146899,8.124039,10.074877,0.6,0.45,landonia_stepdecay100_lr0.01_es100
23,0.43491757,15.524175,183.27138,0.71666664,0.3383808,landonia_stepdecay100_lr0.01_es100
24,0.87437,5.0990195,9.888092,0.5566038,0.52678573,landonia_stepdecay100_lr0.01_es100
25,0.27922437,23.685438,163.91129,0.51724136,0.2960874,landonia_stepdecay100_lr0.01_es100
26,0.827842,3.6055512,27.026785,0.7162162,0.5316208,landonia_stepdecay100_lr0.01_es100
27,0.37333333,22.19792,195.36742,0.7916667,0.17549261,landonia_stepdecay100_lr0.01_es100
28,0.45549738,15.443029,45.76043,0.41463414,0.5149348,landonia_stepdecay100_lr0.01_es100
29,0.6757869,4.358899,24.030376,0.5555556,0.5633803,landonia_stepdecay100_lr0.01_es100
30,0.42207164,24.356722,42.04893,0.42,0.5228216,landonia_stepdecay100_lr0.01_es100
31,0.68388045,3.3166249,73.0552,0.78723407,0.7171572,landonia_stepdecay100_lr0.01_es100
32,0.69100845,14.3527,4.9898167,0.5263158,0.62780267,landonia_stepdecay100_lr0.01_es100
33,0.6104384,11.935113,29.186604,0.64,0.52230686,landonia_stepdecay100_lr0.01_es100
34,0.6996528,15.244535,29.48207,0.73333335,0.4680851,landonia_stepdecay100_lr0.01_es100
35,0.6745995,4.685024,16.765873,0.627907,0.6699158,landonia_stepdecay100_lr0.01_es100
36,0.80510557,1.4142135,14.026793,0.69512194,0.75422996,landonia_stepdecay100_lr0.01_es100
37,0.68357307,13.601471,27.955133,0.6,0.53846157,landonia_stepdecay100_lr0.01_es100
38,0.61964124,8.124039,25.91743,0.7307692,0.7815867,landonia_stepdecay100_lr0.01_es100
39,0.7948263,2.236068,12.945017,0.60240966,0.67895246,landonia_stepdecay100_lr0.01_es100
40,0.64949226,9.69536,20.64081,0.57894737,0.70151216,landonia_stepdecay100_lr0.01_es100
41,0.7793737,3.1622777,5.204461,0.39285713,0.5075107,landonia_stepdecay100_lr0.01_es100
