,dice,hd95,avd,recall,f1,rmse,best_dice,best_avd,best_rmse,model_name
0,0.57298774,8.555668,39.956333,0.41269842,0.51984245,0.5748704,0.5988268,28.777292,0.54500204,punet_kl1_sdice0.1_l12_al1
1,0.86915666,1.4142135,0.7540694,0.72,0.7302231,0.4676993,0.87134904,0.026002392,0.4627446,punet_kl1_sdice0.1_l12_al1
2,0.6333636,4.690416,10.49914,0.8035714,0.8411215,0.55578625,0.6347395,1.3769363,0.5444416,punet_kl1_sdice0.1_l12_al1
3,0.60618997,6.666979,38.26237,0.45833334,0.51008064,0.5346249,0.62872446,28.135788,0.51322085,punet_kl1_sdice0.1_l12_al1
4,0.90705276,1.4142135,3.7178686,0.6,0.55932206,0.42555517,0.9076181,0.25006434,0.4203518,punet_kl1_sdice0.1_l12_al1
5,0.4527027,8.062258,55.609756,0.36734694,0.509915,0.62432045,0.47573334,47.560974,0.601361,punet_kl1_sdice0.1_l12_al1
6,0.6808118,5.3851647,31.284046,0.27272728,0.36923078,0.53750336,0.68758404,26.381323,0.5160953,punet_kl1_sdice0.1_l12_al1
7,0.53464055,11.224972,42.430485,0.35042736,0.49225184,0.62555707,0.5602241,34.55201,0.59383243,punet_kl1_sdice0.1_l12_al1
8,0.6175637,2.236068,7.0933332,0.7625,0.77339965,0.55838305,0.623152,0.64,0.53620744,punet_kl1_sdice0.1_l12_al1
9,0.44530872,11.004536,51.90785,0.29166666,0.41420117,0.5796673,0.44894204,43.48452,0.5603404,punet_kl1_sdice0.1_l12_al1
10,0.61774516,1.7320508,1.7195767,0.64285713,0.61433446,0.57113576,0.61723167,2.5132275,0.5491751,punet_kl1_sdice0.1_l12_al1
11,0.65028816,13.190906,39.78182,0.7083333,0.40996784,0.52816117,0.703125,4.509091,0.501301,punet_kl1_sdice0.1_l12_al1
12,0.7825711,2.0,3.4341063,0.5641026,0.63417983,0.4870352,0.7902277,0.55767536,0.47546923,punet_kl1_sdice0.1_l12_al1
13,0.91815585,1.4142135,5.442049,0.5362319,0.6369701,0.39845228,0.91825426,2.244476,0.3967552,punet_kl1_sdice0.1_l12_al1
14,0.88334465,1.0,2.3482053,0.73913044,0.73913044,0.43591225,0.8829224,1.3418316,0.43299305,punet_kl1_sdice0.1_l12_al1
15,0.8296694,2.4494898,10.283349,0.7692308,0.8208955,0.46595496,0.8274701,6.0490294,0.4601635,punet_kl1_sdice0.1_l12_al1
16,0.74010694,1.4142135,9.328359,0.6666667,0.5714286,0.5240984,0.7516365,0.29850745,0.5144485,punet_kl1_sdice0.1_l12_al1
17,0.7628866,3.0,6.613924,0.59615386,0.6888889,0.5118383,0.76115316,1.7088606,0.504831,punet_kl1_sdice0.1_l12_al1
18,0.7997809,2.0,0.3919724,0.70731705,0.74614066,0.4909838,0.80279064,0.03135779,0.48475054,punet_kl1_sdice0.1_l12_al1
19,0.7558511,2.236068,0.9797181,0.6511628,0.66135675,0.5182886,0.7528906,0.9969061,0.5137885,punet_kl1_sdice0.1_l12_al1
20,0.7339898,4.1231055,26.085224,0.3301887,0.4859644,0.5775409,0.74525565,21.624851,0.5588605,punet_kl1_sdice0.1_l12_al1
21,0.70987314,3.1622777,22.864166,0.5555556,0.5421687,0.5512727,0.72654814,0.4917025,0.53829145,punet_kl1_sdice0.1_l12_al1
22,0.8161936,1.4142135,3.2631829,0.8035714,0.78431374,0.49834672,0.8201158,0.4492788,0.49008638,punet_kl1_sdice0.1_l12_al1
23,0.6369771,6.9676914,62.455727,0.71428573,0.52117264,0.5314541,0.67622083,22.432114,0.5077047,punet_kl1_sdice0.1_l12_al1
24,0.79470015,2.4494898,29.702093,0.515625,0.53635585,0.57212627,0.8172447,10.10467,0.54178935,punet_kl1_sdice0.1_l12_al1
25,0.6660385,4.2426405,19.728222,0.2375,0.37882432,0.5964196,0.67070967,11.938849,0.5808323,punet_kl1_sdice0.1_l12_al1
26,0.81007653,3.1622777,0.5839724,0.24675325,0.37486598,0.51259595,0.8127737,0.48547104,0.50416857,punet_kl1_sdice0.1_l12_al1
27,0.855455,1.4142135,0.9258101,0.70652175,0.76385933,0.4784087,0.85363024,1.1510072,0.47665772,punet_kl1_sdice0.1_l12_al1
28,0.84839123,1.4142135,4.8528357,0.5487805,0.619871,0.48741168,0.8476954,0.11964585,0.48609883,punet_kl1_sdice0.1_l12_al1
29,0.79355806,4.1231055,8.423208,0.2195122,0.33358043,0.5377875,0.7970313,3.2969284,0.5344805,punet_kl1_sdice0.1_l12_al1
30,0.77667665,3.7416575,8.331124,0.36936936,0.52288073,0.54251003,0.776623,3.6310627,0.53364134,punet_kl1_sdice0.1_l12_al1
31,0.4414778,8.5440035,43.488823,0.29166666,0.42839658,0.665726,0.46162927,35.37415,0.644665,punet_kl1_sdice0.1_l12_al1
32,0.76826483,4.582576,13.617022,0.8181818,0.6,0.49279353,0.7686185,8.829787,0.48050767,punet_kl1_sdice0.1_l12_al1
33,0.780238,2.236068,0.11037528,0.59090906,0.49389416,0.52829736,0.78029734,0.22075056,0.5236372,punet_kl1_sdice0.1_l12_al1
34,0.626703,7.071068,10.46595,0.33870968,0.4595186,0.58516616,0.63285184,0.7885304,0.5653483,punet_kl1_sdice0.1_l12_al1
