,dice,hd95,avd,recall,f1,rmse,best_dice,best_avd,best_rmse,model_name
0,0.7244205,1.4142135,13.49345,0.6507937,0.7163569,0.5447023,0.7166108,17.554586,0.54334575,punet_kl1_sdice0_l12_al1_onpost
1,0.89416736,1.0,0.54605025,0.84,0.822884,0.43389922,0.8947341,1.1805086,0.43091848,punet_kl1_sdice0_l12_al1_onpost
2,0.65208626,3.1622777,15.060241,0.8035714,0.8100661,0.57135934,0.6528481,17.699368,0.55807215,punet_kl1_sdice0_l12_al1_onpost
3,0.68419385,2.4494898,18.354431,0.6875,0.7375479,0.5479952,0.6825346,21.116226,0.542658,punet_kl1_sdice0_l12_al1_onpost
4,0.92996055,1.0,1.198838,0.7,0.64615387,0.3787909,0.93055886,0.014709668,0.37678605,punet_kl1_sdice0_l12_al1_onpost
5,0.6908614,3.7416575,14.065041,0.40816328,0.52863437,0.5699065,0.6893805,16.260162,0.56721354,punet_kl1_sdice0_l12_al1_onpost
6,0.772508,2.236068,6.381323,0.33333334,0.47619048,0.528546,0.7668436,9.416343,0.52651423,punet_kl1_sdice0_l12_al1_onpost
7,0.5321657,9.17603,47.116375,0.43589744,0.5916592,0.6359676,0.52921194,48.403706,0.63331735,punet_kl1_sdice0_l12_al1_onpost
8,0.68973154,2.0,7.306667,0.8375,0.8354115,0.57316256,0.68676054,10.666667,0.56557536,punet_kl1_sdice0_l12_al1_onpost
9,0.4311741,13.379088,57.73938,0.2777778,0.4185351,0.611149,0.42579323,59.32325,0.6096115,punet_kl1_sdice0_l12_al1_onpost
10,0.6666667,1.4142135,3.1746032,0.64285713,0.6923077,0.61247253,0.66438824,6.4814816,0.60178703,punet_kl1_sdice0_l12_al1_onpost
11,0.77727747,10.049875,9.963636,0.875,0.7118644,0.53117806,0.7801629,0.07272727,0.5139745,punet_kl1_sdice0_l12_al1_onpost
12,0.8255603,1.4142135,6.1637807,0.64102566,0.7166483,0.4854443,0.82455605,8.277077,0.48293296,punet_kl1_sdice0_l12_al1_onpost
13,0.9290702,1.0,0.8269122,0.65217394,0.7418056,0.3777136,0.92942405,1.3209118,0.37686774,punet_kl1_sdice0_l12_al1_onpost
14,0.90463185,1.0,3.4887621,0.6956522,0.75829387,0.4191182,0.9040404,4.640501,0.41895628,punet_kl1_sdice0_l12_al1_onpost
15,0.82495314,2.236068,13.212353,0.6923077,0.7287449,0.4781826,0.8251581,13.721745,0.4754137,punet_kl1_sdice0_l12_al1_onpost
16,0.79556376,1.4142135,1.8656716,0.6666667,0.54545456,0.52408767,0.7979081,0.22388059,0.51481426,punet_kl1_sdice0_l12_al1_onpost
17,0.8038989,1.4142135,8.449368,0.6730769,0.74769056,0.5089299,0.8038038,10.316456,0.5060802,punet_kl1_sdice0_l12_al1_onpost
18,0.8366898,1.4142135,7.698338,0.68292683,0.7724138,0.4843636,0.8356052,9.062402,0.483193,punet_kl1_sdice0_l12_al1_onpost
19,0.7827775,1.4142135,5.1907873,0.6976744,0.7507219,0.52587366,0.7817549,7.44242,0.52005756,punet_kl1_sdice0_l12_al1_onpost
20,0.82086045,1.4142135,8.071154,0.4528302,0.5855006,0.50287193,0.81768036,9.385371,0.5016227,punet_kl1_sdice0_l12_al1_onpost
21,0.78502995,2.0,5.285802,0.4888889,0.6180602,0.54186106,0.78932846,0.18438844,0.5348509,punet_kl1_sdice0_l12_al1_onpost
22,0.8592379,1.0,3.286829,0.8035714,0.84814733,0.4716095,0.8589751,4.5755496,0.46879864,punet_kl1_sdice0_l12_al1_onpost
23,0.7328395,1.4142135,39.0791,0.8214286,0.7734513,0.55311614,0.75131166,25.029516,0.53012896,punet_kl1_sdice0_l12_al1_onpost
24,0.8119829,2.236068,20.925926,0.5625,0.53961456,0.5570228,0.8208747,13.373591,0.5363409,punet_kl1_sdice0_l12_al1_onpost
25,0.7627054,3.0,9.487988,0.3375,0.46153846,0.5474188,0.7604316,11.671925,0.54197013,punet_kl1_sdice0_l12_al1_onpost
26,0.85818875,2.0,0.10553718,0.35064936,0.49030128,0.47199708,0.85788184,1.4282699,0.46733272,punet_kl1_sdice0_l12_al1_onpost
27,0.8784312,1.0,2.6481504,0.7826087,0.8131417,0.45419136,0.87802386,3.419659,0.45300627,punet_kl1_sdice0_l12_al1_onpost
28,0.87171036,1.0,0.40201005,0.70731705,0.7231586,0.46288693,0.8727877,1.0193827,0.45862707,punet_kl1_sdice0_l12_al1_onpost
29,0.7925317,3.7416575,7.331058,0.2682927,0.39198217,0.535556,0.792263,8.730375,0.5317533,punet_kl1_sdice0_l12_al1_onpost
30,0.83291507,1.4142135,0.6626027,0.4954955,0.6295422,0.50187373,0.83256555,0.54775155,0.497775,punet_kl1_sdice0_l12_al1_onpost
31,0.46404,6.708204,44.606415,0.3472222,0.48949036,0.7029768,0.4553515,46.55005,0.6980424,punet_kl1_sdice0_l12_al1_onpost
32,0.8152234,1.4142135,7.12766,0.90909094,0.8695652,0.51065475,0.81576025,8.297873,0.5048745,punet_kl1_sdice0_l12_al1_onpost
33,0.8115942,2.0,7.805109,0.8181818,0.4990099,0.52169585,0.81473815,0.34689373,0.50827575,punet_kl1_sdice0_l12_al1_onpost
34,0.71322227,3.0243416,2.2222223,0.48387095,0.625,0.57518923,0.711288,0.43010753,0.56644547,punet_kl1_sdice0_l12_al1_onpost
