,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf,rmse_mean,rmse_95%conf,best_dice_mean,best_dice_95%conf,best_avd_mean,best_avd_95%conf,best_rmse_mean,best_rmse_95%conf
0,punet_kl5_sdice0_l12_al1,0.7096136212348938,0.043660979717969894,4.653284072875977,1.2595157623291016,19.048288345336914,6.331629753112793,0.5700331330299377,0.06551212072372437,0.5957326889038086,0.044835127890110016,0.5405173897743225,0.020343312993645668,0.7162920236587524,0.042934440076351166,13.812538146972656,5.4851813316345215,0.5293994545936584,0.019954891875386238
