,dice,hd95,avd,recall,f1,rmse,best_dice,best_avd,best_rmse,model_name
0,0.5315182,6.708204,52.445415,0.41269842,0.5434458,0.6072332,0.5597345,42.09607,0.5739825,punet_kl0.5_sdice0_l12_al1
1,0.8620662,1.4142135,4.436008,0.68,0.7155859,0.4758622,0.86291265,1.814967,0.47422332,punet_kl0.5_sdice0_l12_al1
2,0.61995685,5.0891175,27.223179,0.6964286,0.7329819,0.5704335,0.62819713,16.064257,0.56121635,punet_kl0.5_sdice0_l12_al1
3,0.57194114,6.3245554,39.64327,0.4375,0.5206612,0.5447047,0.58498824,29.056389,0.5239263,punet_kl0.5_sdice0_l12_al1
4,0.9052145,1.4142135,1.1252896,0.7,0.74204946,0.4216793,0.90425897,0.06987092,0.42266688,punet_kl0.5_sdice0_l12_al1
5,0.46051168,7.713422,53.821136,0.3469388,0.46575344,0.638408,0.48463115,41.30081,0.6087244,punet_kl0.5_sdice0_l12_al1
6,0.6669807,5.0990195,34.78599,0.27272728,0.37168142,0.561708,0.6788488,29.649807,0.5392015,punet_kl0.5_sdice0_l12_al1
7,0.53426945,10.059801,45.98352,0.3846154,0.5319149,0.64141214,0.5530401,40.7827,0.62091213,punet_kl0.5_sdice0_l12_al1
8,0.6054676,4.9040303,14.666667,0.6875,0.7408935,0.59161526,0.6099021,3.9466667,0.57768613,punet_kl0.5_sdice0_l12_al1
9,0.4653222,13.601471,53.635708,0.2361111,0.3517848,0.56480265,0.48250118,45.716343,0.5533331,punet_kl0.5_sdice0_l12_al1
10,0.56565654,14.323053,16.666666,0.5,0.62068963,0.61645466,0.5685348,4.100529,0.605394,punet_kl0.5_sdice0_l12_al1
11,0.69700104,11.823632,10.981818,0.75,0.5698324,0.52668434,0.7166023,1.2363636,0.5114223,punet_kl0.5_sdice0_l12_al1
12,0.7831965,2.236068,17.640152,0.51282054,0.6273338,0.5053579,0.7862157,12.268858,0.49283484,punet_kl0.5_sdice0_l12_al1
13,0.90630496,1.4142135,10.765967,0.5652174,0.6696529,0.4125936,0.9133539,6.3709826,0.40027553,punet_kl0.5_sdice0_l12_al1
14,0.8678952,1.4142135,13.105222,0.5652174,0.6711956,0.46209413,0.87205386,7.3800735,0.45342594,punet_kl0.5_sdice0_l12_al1
15,0.8258913,3.6055512,16.045845,0.6923077,0.74556214,0.47001162,0.83076924,9.614773,0.45920032,punet_kl0.5_sdice0_l12_al1
16,0.75009394,1.4142135,1.4179105,0.625,0.5676856,0.53504866,0.7486989,0.74626863,0.5269445,punet_kl0.5_sdice0_l12_al1
17,0.7621145,4.0,13.227848,0.59615386,0.70321363,0.509727,0.7654485,1.4873418,0.5005872,punet_kl0.5_sdice0_l12_al1
18,0.7982406,2.0,7.5101914,0.68292683,0.72988766,0.50259304,0.7993227,0.07839448,0.49423793,punet_kl0.5_sdice0_l12_al1
19,0.7512758,3.169995,18.116192,0.59302324,0.7069307,0.53410566,0.7567225,10.15813,0.5224699,punet_kl0.5_sdice0_l12_al1
20,0.73312485,3.6055512,25.952477,0.3018868,0.4427673,0.57470757,0.75388867,17.3636,0.54958874,punet_kl0.5_sdice0_l12_al1
21,0.73272413,1.7320508,15.242778,0.4888889,0.5553997,0.56505364,0.735666,0.3687769,0.55635154,punet_kl0.5_sdice0_l12_al1
22,0.8238668,1.4142135,6.2071414,0.76785713,0.7876597,0.49441016,0.8237086,1.3951288,0.49003538,punet_kl0.5_sdice0_l12_al1
23,0.6617031,1.9866025,53.71901,0.6785714,0.6273585,0.55043286,0.6925498,25.029516,0.53264916,punet_kl0.5_sdice0_l12_al1
24,0.8104736,2.236068,15.555555,0.5,0.58666664,0.55088323,0.8175934,0.2657005,0.53589946,punet_kl0.5_sdice0_l12_al1
25,0.62598133,7.28011,36.18054,0.2375,0.37519747,0.6141866,0.6386699,30.696434,0.5966275,punet_kl0.5_sdice0_l12_al1
26,0.80110615,4.1231055,6.6418066,0.23376623,0.36146122,0.5179797,0.8019206,3.6445506,0.51057625,punet_kl0.5_sdice0_l12_al1
27,0.8426998,1.4142135,8.027858,0.7282609,0.7897164,0.49651498,0.8453521,2.7398973,0.49385205,punet_kl0.5_sdice0_l12_al1
28,0.8408428,1.4142135,9.657813,0.5609756,0.6446188,0.4933797,0.8444825,4.187605,0.49114347,punet_kl0.5_sdice0_l12_al1
29,0.79022163,4.1231055,14.593857,0.23170732,0.35196048,0.53244877,0.7911218,9.255973,0.5310007,punet_kl0.5_sdice0_l12_al1
30,0.76512456,4.1231055,16.291191,0.35135135,0.50513196,0.55123234,0.77366716,11.582295,0.5442375,punet_kl0.5_sdice0_l12_al1
31,0.37730956,9.0,50.097183,0.2638889,0.40602234,0.7126237,0.40227818,37.900875,0.70493895,punet_kl0.5_sdice0_l12_al1
32,0.7137466,13.523528,2.6595745,0.8181818,0.576,0.53497756,0.71936756,1.4893618,0.5172364,punet_kl0.5_sdice0_l12_al1
33,0.77735734,3.0,4.1784925,0.59090906,0.4,0.5355694,0.7801789,0.80416274,0.52749103,punet_kl0.5_sdice0_l12_al1
34,0.6038261,5.3851647,6.09319,0.37096775,0.53488374,0.6001549,0.6093853,0.28673834,0.5848457,punet_kl0.5_sdice0_l12_al1
