,dice,hd95,avd,recall,f1,rmse,best_dice,best_avd,best_rmse,model_name
0,0.67303216,3.0,12.489083,0.5873016,0.64983535,0.55917317,0.6715432,14.934498,0.5547173,punet_kl1_sdice1_l12_al0
1,0.8796289,1.4142135,4.0511727,0.8,0.7692308,0.46297407,0.8821063,0.30682823,0.4526863,punet_kl1_sdice1_l12_al0
2,0.5836782,4.690416,26.706827,0.78571427,0.8102482,0.6140827,0.5772575,28.456684,0.6056896,punet_kl1_sdice1_l12_al0
3,0.64808774,3.0,5.926352,0.75,0.74733096,0.54561126,0.64825493,7.5373993,0.5299571,punet_kl1_sdice1_l12_al0
4,0.9142712,1.4142135,2.769095,0.75,0.7894737,0.41206828,0.9155654,0.044129003,0.4077282,punet_kl1_sdice1_l12_al0
5,0.6118085,5.2434053,25.121952,0.40816328,0.5633803,0.59601444,0.60236406,28.04878,0.59389645,punet_kl1_sdice1_l12_al0
6,0.7518917,2.828427,4.5914397,0.3939394,0.44067797,0.5144819,0.7532258,7.0038905,0.5091415,punet_kl1_sdice1_l12_al0
7,0.5971535,9.391461,33.573635,0.42735043,0.5678885,0.61294186,0.59224516,35.324406,0.6067369,punet_kl1_sdice1_l12_al0
8,0.6476144,2.0,20.213333,0.7875,0.7826087,0.5968377,0.653682,0.10666667,0.56839615,punet_kl1_sdice1_l12_al0
9,0.5177528,9.899495,39.812817,0.375,0.51632047,0.5733756,0.51300776,42.26062,0.56732434,punet_kl1_sdice1_l12_al0
10,0.6520052,1.4142135,4.4973545,0.71428573,0.7236842,0.6049087,0.65556294,0.39682543,0.5919406,punet_kl1_sdice1_l12_al0
11,0.7489134,11.0,17.527273,0.8333333,0.50445104,0.5131595,0.7617709,1.6,0.4889905,punet_kl1_sdice1_l12_al0
12,0.8148829,2.0,8.306428,0.53846157,0.65050507,0.49373543,0.8158379,8.746697,0.49250367,punet_kl1_sdice1_l12_al0
13,0.9249532,1.0,2.306226,0.6376812,0.6750101,0.38519546,0.9276101,0.19598894,0.3805569,punet_kl1_sdice1_l12_al0
14,0.8906385,1.0,5.423236,0.73913044,0.7602484,0.42869326,0.8906439,6.0270605,0.42994884,punet_kl1_sdice1_l12_al0
15,0.82077163,2.4494898,4.425342,0.7307692,0.6413502,0.47730738,0.8235097,5.539637,0.46950182,punet_kl1_sdice1_l12_al0
16,0.7663617,1.4142135,12.089552,0.625,0.5418719,0.54392207,0.7734724,0.29850745,0.5240441,punet_kl1_sdice1_l12_al0
17,0.79476404,2.0,4.177215,0.6730769,0.7331006,0.5034385,0.7953102,5.664557,0.49986756,punet_kl1_sdice1_l12_al0
18,0.81912553,1.4142135,6.9143934,0.7804878,0.72727275,0.5010021,0.8236869,0.18814676,0.4856192,punet_kl1_sdice1_l12_al0
19,0.7671551,2.236068,7.6314883,0.6627907,0.71488297,0.5346128,0.76845944,8.4908905,0.52922463,punet_kl1_sdice1_l12_al0
20,0.8059661,2.0,4.1948757,0.3962264,0.5314993,0.520849,0.8042855,5.469269,0.5170652,punet_kl1_sdice1_l12_al0
21,0.76037407,1.7320508,10.325753,0.53333336,0.5737052,0.5560894,0.7593897,0.061462812,0.54006577,punet_kl1_sdice1_l12_al0
22,0.8407833,1.0,1.3596596,0.83928573,0.80198413,0.4908593,0.84131914,2.1045165,0.48690802,punet_kl1_sdice1_l12_al0
23,0.73550355,1.4142135,32.113342,0.8214286,0.7697211,0.52821505,0.74775785,10.625738,0.4996148,punet_kl1_sdice1_l12_al0
24,0.81005245,2.4494898,22.665056,0.453125,0.4939489,0.5703409,0.81963116,12.616748,0.5430952,punet_kl1_sdice1_l12_al0
25,0.733658,2.828427,10.67702,0.325,0.46606913,0.5671819,0.73240167,12.472701,0.564161,punet_kl1_sdice1_l12_al0
26,0.83154273,2.4494898,2.356997,0.27272728,0.3984375,0.50374335,0.8324848,0.37993386,0.49550807,punet_kl1_sdice1_l12_al0
27,0.8707945,1.4142135,0.30860338,0.79347825,0.81489503,0.46608317,0.87099606,0.542141,0.46195462,punet_kl1_sdice1_l12_al0
28,0.8633124,1.4142135,0.13400336,0.68292683,0.67255837,0.47521687,0.8639022,1.1438143,0.47224027,punet_kl1_sdice1_l12_al0
29,0.78680164,3.7416575,15.262798,0.2804878,0.41662228,0.5332382,0.78572226,15.843004,0.53196263,punet_kl1_sdice1_l12_al0
30,0.807082,1.4142135,2.8977826,0.4864865,0.6276079,0.5286379,0.8062446,4.311335,0.5259802,punet_kl1_sdice1_l12_al0
31,0.42865533,7.8834205,34.499516,0.31944445,0.4181818,0.74364185,0.42548147,36.00583,0.7350384,punet_kl1_sdice1_l12_al0
32,0.79573333,1.4142135,0.5319149,0.8181818,0.77005345,0.5106668,0.7965368,1.5957447,0.49943516,punet_kl1_sdice1_l12_al0
33,0.80445504,1.7320508,1.7975402,0.72727275,0.61276597,0.5224419,0.80424225,2.8224535,0.5181289,punet_kl1_sdice1_l12_al0
34,0.6733803,5.5173264,13.548388,0.43548387,0.5796862,0.5893017,0.6719449,1.0752689,0.57335734,punet_kl1_sdice1_l12_al0
