,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf,rmse_mean,rmse_95%conf,best_dice_mean,best_dice_95%conf,best_avd_mean,best_avd_95%conf,best_rmse_mean,best_rmse_95%conf
0,punet_kl1_sdice0_l12_al1_onpost,0.7702534794807434,0.03870421648025513,2.7342050075531006,0.9330725073814392,11.438387870788574,4.697864532470703,0.614952802658081,0.06160365417599678,0.660196840763092,0.044430918991565704,0.5215361714363098,0.022394364699721336,0.7700383067131042,0.03924064338207245,11.376738548278809,4.68933629989624,0.5156552791595459,0.021842453628778458
