,dice,hd95,avd,recall,f1,size,surface_area,max_hwd_ratio
1965,0.5,1.0,200.0,1.0,1.0,1,1.0,1.0
1966,0.9230769,1.0,16.666666,1.0,1.0,18,18.0,2.0
1967,0.6666667,2.65,12.5,1.0,1.0,8,8.0,6.0
1968,0.0,77.72741,83500.0,0.0,0.0,5,5.0,3.0
1969,0.0,66.67645,208900.0,0.0,0.0,2,2.0,2.0
1970,0.7001361,17.117243,19.91018,1.0,1.0,2672,1910.0,3.78947377204895
1971,0.0,81.99238,104400.0,0.0,0.0,4,4.0,2.0
1972,0.6666667,0.95,50.0,1.0,1.0,2,2.0,2.0
1973,0.41666666,1.4142135,66.666664,1.0,1.0,18,18.0,2.0
1974,0.77565783,9.596734,8.882522,1.0,1.0,3839,2298.0,5.5625
1975,0.0,95.77865,417900.0,0.0,0.0,1,1.0,1.0
1976,0.0,99.81307,417900.0,0.0,0.0,1,1.0,1.0
1977,0.0,88.76344,417900.0,0.0,0.0,1,1.0,1.0
1978,0.0,93.1531,417900.0,0.0,0.0,1,1.0,1.0
1979,0.29319373,8.437809,48.412697,1.0,1.0,126,109.0,1.625
1980,0.44444445,1.5254565,250.0,1.0,1.0,4,4.0,2.0
1981,0.025429714,98.254005,6138.806,1.0,1.0,67,67.0,2.5
1982,0.08864103,67.26812,1478.3251,1.0,1.0,203,195.0,2.75
1983,0.0,106.52535,29757.143,0.0,0.0,14,14.0,2.5
1984,0.0,66.72406,104400.0,0.0,0.0,4,4.0,3.0
1985,0.2857143,3.099841,83.333336,1.0,1.0,6,6.0,2.0
1986,0.0,54.184868,208900.0,0.0,0.0,2,2.0,2.0
1987,0.0,78.279945,83500.0,0.0,0.0,5,5.0,3.0
1988,0.0,91.41635,208900.0,0.0,0.0,2,2.0,2.0
1989,0.0,87.10712,69566.664,0.0,0.0,6,6.0,3.0
1990,0.0,92.1013,104400.0,0.0,0.0,4,4.0,2.0
1991,0.5862069,2.0,23.076923,1.0,1.0,26,25.0,1.3333333730697632
1992,0.0,90.92304,417900.0,0.0,0.0,1,1.0,1.0
1993,0.4827586,4.608398,55.0,1.0,1.0,20,20.0,4.5
1994,0.0,79.64703,208900.0,0.0,0.0,2,2.0,2.0
1995,0.71910113,2.364121,28.846153,1.0,1.0,52,49.0,1.600000023841858
1996,0.5882353,1.0,83.333336,1.0,1.0,6,6.0,4.0
1997,0.00047835446,86.618416,417900.0,1.0,1.0,1,1.0,1.0
1998,0.7619048,1.1035534,21.052631,1.0,1.0,38,36.0,1.5
1999,0.00047835446,89.59771,417900.0,1.0,1.0,1,1.0,1.0
2000,0.54545456,1.6366997,42.857143,1.0,1.0,7,7.0,1.5
2001,0.7185629,1.4142135,10.227273,1.0,1.0,88,76.0,2.0
2002,0.0,76.23418,417900.0,0.0,0.0,1,1.0,1.0
2003,0.44444445,1.3106601,100.0,1.0,1.0,3,3.0,3.0
2004,0.36363637,1.4142135,77.77778,1.0,1.0,9,9.0,4.0
2005,0.037868164,88.95505,4165.306,1.0,1.0,98,85.0,1.4285714626312256
2006,0.0,80.43631,46344.445,0.0,0.0,9,9.0,1.0
2007,0.0,67.76871,208900.0,0.0,0.0,2,2.0,2.0
2008,0.0,65.03916,208900.0,0.0,0.0,2,2.0,2.0
2009,0.0,64.32029,208900.0,0.0,0.0,2,2.0,2.0
2010,0.76221496,1.4142135,0.64935064,1.0,1.0,154,118.0,2.0
2011,0.0,97.36118,104400.0,0.0,0.0,4,4.0,2.0
2012,0.0,94.09543,208900.0,0.0,0.0,2,2.0,2.0
2013,0.008072027,56.113277,18747.059,1.0,1.0,17,17.0,1.0
2014,0.44444445,1.3106601,50.0,1.0,1.0,6,6.0,1.0
2015,0.6923077,1.0,16.666666,1.0,1.0,12,12.0,1.5
2016,0.0,71.14738,41700.0,0.0,0.0,10,10.0,1.5
2017,0.0,83.681244,104400.0,0.0,0.0,4,4.0,2.0
2018,0.0,78.58401,104400.0,0.0,0.0,4,4.0,2.0
2019,0.72131145,2.0708203,9.375,1.0,1.0,128,88.0,2.25
2020,0.5263158,1.0,37.5,1.0,1.0,8,8.0,1.0
2021,0.0,89.02247,208900.0,0.0,0.0,2,2.0,2.0
2022,0.0,56.617577,32053.846,0.0,0.0,13,12.0,6.0
2023,0.0,54.680893,83500.0,0.0,0.0,5,5.0,2.0
2024,0.013251302,48.534485,8986.956,1.0,1.0,46,41.0,1.25
2025,0.0,91.99375,83500.0,0.0,0.0,5,5.0,3.0
2026,1.0,0.0,0.0,1.0,1.0,1,1.0,1.0
2027,0.2857143,1.7071068,266.66666,1.0,1.0,3,3.0,3.0
2028,0.82191783,1.0,15.189874,1.0,1.0,79,61.0,2.3333332538604736
2029,0.33333334,1.3313708,400.0,1.0,1.0,1,1.0,1.0
2030,0.6814159,1.4142135,14.754098,1.0,1.0,122,100.0,2.75
2031,0.7804878,1.0828427,15.789474,1.0,1.0,19,17.0,1.6666666269302368
2032,0.4,1.4142135,75.0,1.0,1.0,12,12.0,2.0
2033,0.0,107.106255,104400.0,0.0,0.0,4,4.0,3.0
2034,0.0,94.47513,208900.0,0.0,0.0,2,2.0,2.0
2035,0.33333334,2.9828427,228.57143,1.0,1.0,7,7.0,1.5
2036,0.0,81.584,208900.0,0.0,0.0,2,2.0,2.0
2037,0.4,1.0,300.0,1.0,1.0,1,1.0,1.0
2038,0.6857143,1.0,40.909092,1.0,1.0,22,22.0,1.3333333730697632
2039,0.083333336,4.657264,2200.0,1.0,1.0,1,1.0,1.0
2040,0.72727275,1.0,75.0,1.0,1.0,8,8.0,3.0
2041,0.0,105.48768,417900.0,0.0,0.0,1,1.0,1.0
2042,0.033670034,47.559437,4985.7144,1.0,1.0,63,61.0,1.7999999523162842
2043,0.5,1.3106601,66.666664,1.0,1.0,6,6.0,1.0
2044,0.0,65.28967,208900.0,0.0,0.0,2,2.0,2.0
2045,0.7126437,1.4142135,28.947369,1.0,1.0,38,34.0,1.25
2046,0.84615386,1.0,36.363636,1.0,1.0,11,10.0,1.5
2047,0.0,68.42984,417900.0,0.0,0.0,1,1.0,1.0
2048,0.4,1.3520815,75.0,1.0,1.0,4,4.0,2.0
2049,0.5,1.5313709,142.85715,1.0,1.0,7,7.0,1.5
2050,0.0,59.47475,208900.0,0.0,0.0,2,2.0,2.0
2051,0.27272728,2.2680812,533.3333,1.0,1.0,3,3.0,2.0
2052,0.23076923,3.0243416,171.42857,1.0,1.0,7,7.0,1.5
2053,0.7787551,4.1231055,19.983965,1.0,1.0,4989,3044.0,4.920000076293945
2054,0.0,75.80501,199500.0,0.0,0.0,2,2.0,2.0
2055,0.0,64.514336,199500.0,0.0,0.0,2,2.0,2.0
2056,0.74859613,2.236068,29.15129,1.0,1.0,5420,3166.0,4.125
2057,0.0,95.48586,132966.67,0.0,0.0,3,3.0,2.0
2058,0.0,94.949455,26513.334,0.0,0.0,15,15.0,2.0
2059,0.0,96.184975,399100.0,0.0,0.0,1,1.0,1.0
2060,0.33962265,2.4494898,23.333334,1.0,1.0,30,30.0,4.5
2061,0.0,103.96899,399100.0,0.0,0.0,1,1.0,1.0
2062,0.0,111.65908,199500.0,0.0,0.0,2,2.0,2.0
2063,0.0,92.79224,399100.0,0.0,0.0,1,1.0,1.0
2064,0.0,94.13288,399100.0,0.0,0.0,1,1.0,1.0
2065,0.003494758,67.88962,28414.285,1.0,1.0,14,14.0,2.0
2066,0.0,91.28088,8771.111,0.0,0.0,45,45.0,2.0
2067,0.0,105.39284,56928.57,0.0,0.0,7,7.0,1.5
2068,0.0,84.5281,399100.0,0.0,0.0,1,1.0,1.0
2069,0.0,102.06518,99700.0,0.0,0.0,4,4.0,4.0
2070,0.6666667,0.95,100.0,1.0,1.0,1,1.0,1.0
2071,0.2857143,1.4142135,25.0,1.0,1.0,8,8.0,3.0
2072,0.0,93.57163,99700.0,0.0,0.0,4,4.0,2.0
2073,0.0,95.538734,99700.0,0.0,0.0,4,4.0,2.0
2074,0.25,1.4142135,200.0,1.0,1.0,2,2.0,2.0
2075,0.84210527,1.0,10.0,1.0,1.0,10,10.0,2.0
2076,0.36,4.4491863,14.814815,1.0,1.0,27,27.0,1.5
2077,0.36363637,1.4142135,77.77778,1.0,1.0,9,9.0,2.0
2078,0.125,6.6867275,93.333336,1.0,1.0,15,15.0,4.5
2079,0.0,103.773796,399100.0,0.0,0.0,1,1.0,1.0
2080,0.16666667,1.948419,100.0,1.0,1.0,4,4.0,4.0
2081,0.0,114.65928,399100.0,0.0,0.0,1,1.0,1.0
2082,0.6181818,1.4142135,38.235294,1.0,1.0,34,34.0,1.0
2083,0.0,124.171455,132966.67,0.0,0.0,3,3.0,3.0
2084,0.71875,1.0,43.90244,1.0,1.0,82,64.0,1.2000000476837158
2085,0.0,61.385662,399100.0,0.0,0.0,1,1.0,1.0
2086,0.6181818,1.2485281,10.344828,1.0,1.0,29,29.0,1.25
2087,0.0,86.04185,56928.57,0.0,0.0,7,7.0,3.0
2088,0.6306306,4.277065,22.0,1.0,1.0,50,47.0,1.5
2089,0.03125,9.433981,1933.3334,1.0,1.0,3,3.0,3.0
2090,0.85,1.0,0.0,1.0,1.0,20,20.0,2.0
2091,0.0,58.298794,199500.0,0.0,0.0,2,2.0,2.0
2092,0.55944055,3.0,52.57732,1.0,1.0,97,91.0,1.1428571939468384
2093,0.5714286,1.0,47.826088,1.0,1.0,23,23.0,1.3333333730697632
2094,0.0,82.196106,199500.0,0.0,0.0,2,2.0,2.0
2095,0.0,94.636406,199500.0,0.0,0.0,2,2.0,2.0
2096,0.0,112.402176,30607.691,0.0,0.0,13,13.0,2.0
2097,0.54545456,2.1534443,62.5,1.0,1.0,8,8.0,1.5
2098,0.0,84.02172,66433.336,0.0,0.0,6,6.0,1.5
2099,0.0,67.73625,399100.0,0.0,0.0,1,1.0,1.0
2100,0.33333334,2.0092602,80.0,1.0,1.0,10,10.0,2.0
2101,0.0,100.86351,132966.67,0.0,0.0,3,3.0,2.0
2102,0.41379312,4.657674,73.91304,1.0,1.0,69,64.0,2.4000000953674316
2103,0.0,94.097015,44255.555,0.0,0.0,9,9.0,2.0
2104,0.0,108.32819,132966.67,0.0,0.0,3,3.0,2.0
2105,0.0,92.60535,399100.0,0.0,0.0,1,1.0,1.0
2106,0.33333334,1.3313708,400.0,1.0,1.0,1,1.0,1.0
2107,0.0,112.718895,399100.0,0.0,0.0,1,1.0,1.0
2108,0.0,99.52261,79740.0,0.0,0.0,5,5.0,4.0
2109,0.0,80.12615,99700.0,0.0,0.0,4,4.0,3.0
2110,0.0,68.26163,49800.0,0.0,0.0,8,8.0,4.0
2111,0.62992126,2.236068,45.592705,1.0,1.0,329,257.0,1.625
2112,0.0,73.72644,49800.0,0.0,0.0,8,8.0,5.0
2113,0.0,90.04526,399100.0,0.0,0.0,1,1.0,1.0
2114,0.0,83.71559,132966.67,0.0,0.0,3,3.0,3.0
2115,0.0,84.68854,399100.0,0.0,0.0,1,1.0,1.0
2116,0.0,116.676254,399100.0,0.0,0.0,1,1.0,1.0
2117,0.48,2.0,43.75,1.0,1.0,16,16.0,2.0
2118,0.0,122.573654,49800.0,0.0,0.0,8,8.0,3.0
2119,0.38709676,1.4142135,76.0,1.0,1.0,25,25.0,1.3333333730697632
2120,0.15384616,1.7320508,91.666664,1.0,1.0,12,12.0,1.5
2121,0.0,79.8307,18909.523,0.0,0.0,21,21.0,2.3333332538604736
2122,0.6666667,0.95,50.0,1.0,1.0,2,2.0,2.0
2123,0.2857143,2.1127899,33.333332,1.0,1.0,3,3.0,3.0
2124,0.004155844,73.02739,38300.0,1.0,1.0,10,10.0,2.5
2125,0.0,113.209755,199500.0,0.0,0.0,2,2.0,2.0
2126,0.3478261,2.1062305,68.57143,1.0,1.0,35,32.0,1.0
2127,0.0,86.32352,399100.0,0.0,0.0,1,1.0,1.0
2128,0.375,1.4142135,200.0,1.0,1.0,4,4.0,3.0
2129,0.0,78.199104,399100.0,0.0,0.0,1,1.0,1.0
2130,0.25,1.824264,85.71429,1.0,1.0,7,7.0,1.5
2131,0.0,77.49741,199500.0,0.0,0.0,2,2.0,2.0
2132,0.0,98.51825,199500.0,0.0,0.0,2,2.0,2.0
2133,0.0,81.01321,399100.0,0.0,0.0,1,1.0,1.0
2134,0.0,111.255554,99700.0,0.0,0.0,4,4.0,3.0
2135,0.0,70.28548,99700.0,0.0,0.0,4,4.0,2.0
2136,0.0,112.82662,199500.0,0.0,0.0,2,2.0,2.0
2137,0.375,1.2899495,22.222221,1.0,1.0,9,9.0,2.0
2138,0.7083333,1.0,28.571428,1.0,1.0,28,28.0,1.25
2139,0.0,60.632404,199500.0,0.0,0.0,2,2.0,2.0
2140,0.0,83.173615,399100.0,0.0,0.0,1,1.0,1.0
2141,0.0,79.01392,399100.0,0.0,0.0,1,1.0,1.0
2142,0.0,85.56781,399100.0,0.0,0.0,1,1.0,1.0
2143,0.0,90.7951,199500.0,0.0,0.0,2,2.0,2.0
2144,0.0,104.38414,99700.0,0.0,0.0,4,4.0,3.0
2145,0.21428572,3.0553594,83.333336,1.0,1.0,24,24.0,2.3333332538604736
2146,0.0,51.58681,37400.0,0.0,0.0,1,1.0,1.0
2147,0.0,47.169907,12400.0,0.0,0.0,3,3.0,3.0
2148,0.0,45.611378,12400.0,0.0,0.0,3,3.0,3.0
2149,0.0,67.2696,12400.0,0.0,0.0,3,3.0,3.0
2150,0.7051282,1.4142135,16.666666,1.0,1.0,72,65.0,2.5
2151,0.8181818,1.0,16.90141,1.0,1.0,71,69.0,4.333333492279053
2152,0.6,1.5731322,18.181818,1.0,1.0,11,11.0,1.0
2153,0.5325444,1.9598076,37.5,1.0,1.0,104,104.0,2.857142925262451
2154,0.0,91.30389,12400.0,0.0,0.0,3,3.0,1.5
2155,0.0,89.48519,6150.0,0.0,0.0,6,6.0,3.0
2156,0.0,58.161842,18650.0,0.0,0.0,2,2.0,2.0
2157,0.45454547,1.4142135,62.5,1.0,1.0,16,16.0,2.0
2158,0.0,46.705353,18650.0,0.0,0.0,2,2.0,2.0
2159,0.5555556,1.2485281,0.0,1.0,1.0,9,9.0,2.0
2160,0.22119816,7.9365153,87.564766,1.0,1.0,193,176.0,2.5
2161,0.0,81.25884,37400.0,0.0,0.0,1,1.0,1.0
2162,0.0,77.97435,18650.0,0.0,0.0,2,2.0,2.0
2163,0.0,62.755074,37400.0,0.0,0.0,1,1.0,1.0
2164,0.0,59.818058,2243.75,0.0,0.0,16,16.0,1.5
2165,0.5212241,24.603912,41.222572,1.0,1.0,638,537.0,6.300000190734863
2166,0.0,41.311016,37400.0,0.0,0.0,1,1.0,1.0
2167,0.53333336,1.4142135,100.0,1.0,1.0,5,5.0,3.0
2168,0.22222222,1.4142135,87.5,1.0,1.0,8,8.0,3.0
2169,0.0,41.33255,37400.0,0.0,0.0,1,1.0,1.0
2170,0.0,42.42637,18650.0,0.0,0.0,2,2.0,2.0
2171,0.5714286,1.0,60.0,1.0,1.0,5,5.0,3.0
2172,0.1,3.8033814,94.73684,1.0,1.0,19,19.0,1.25
2173,0.15384616,19.11934,20.0,1.0,1.0,130,128.0,3.5714285373687744
2174,0.0,70.36192,18650.0,0.0,0.0,2,2.0,2.0
2175,0.0,44.728065,37400.0,0.0,0.0,1,1.0,1.0
2176,0.0,35.094074,5257.143,0.0,0.0,7,7.0,2.5
2177,0.0,20.114668,1071.875,0.0,0.0,32,32.0,2.5
2178,0.0,33.955776,2578.5715,0.0,0.0,14,14.0,1.6666666269302368
2179,0.0,22.7991,37400.0,0.0,0.0,1,1.0,1.0
2180,0.0,37.352375,37400.0,0.0,0.0,1,1.0,1.0
2181,0.0,40.206963,37400.0,0.0,0.0,1,1.0,1.0
2182,0.67114097,6.919937,44.262295,1.0,1.0,61,61.0,3.0
2183,0.54,3.7416575,50.74627,1.0,1.0,67,65.0,2.5
2184,0.0,33.436325,37400.0,0.0,0.0,1,1.0,1.0
2185,0.53333336,1.4142135,175.0,1.0,1.0,8,8.0,4.0
2186,0.060606062,7.8613396,1450.0,1.0,1.0,2,2.0,2.0
2187,0.060606062,9.648795,1450.0,1.0,1.0,2,2.0,2.0
2188,0.039215688,15.421972,98.0,1.0,1.0,50,50.0,2.5
2189,0.0,76.524506,9275.0,0.0,0.0,4,4.0,1.0
2190,0.0,71.150536,4587.5,0.0,0.0,8,8.0,1.5
2191,0.0,63.96718,9275.0,0.0,0.0,4,4.0,2.0
2192,0.0,65.18896,18650.0,0.0,0.0,2,2.0,2.0
2193,0.0,48.381798,18650.0,0.0,0.0,2,2.0,2.0
2194,0.0,28.565584,7400.0,0.0,0.0,5,5.0,1.3333333730697632
2195,0.54545456,1.7840481,20.0,1.0,1.0,10,10.0,1.6666666269302368
2196,0.0,51.18786,3650.0,0.0,0.0,10,10.0,2.0
2197,0.0,45.52578,4587.5,0.0,0.0,8,8.0,1.0
2198,0.0,81.02715,12400.0,0.0,0.0,3,3.0,1.0
2199,0.0,69.198265,18650.0,0.0,0.0,2,2.0,2.0
2200,0.0,66.11202,18650.0,0.0,0.0,2,2.0,2.0
2201,0.0,33.289635,18650.0,0.0,0.0,2,2.0,2.0
2202,0.7619048,1.0,25.0,1.0,1.0,12,12.0,3.0
2203,0.33333334,1.3313708,80.0,1.0,1.0,5,5.0,3.0
2204,0.93333334,0.65,14.285714,1.0,1.0,7,7.0,3.0
2205,0.0,91.665634,752.2727,0.0,0.0,44,44.0,2.3333332538604736
2206,0.0,91.29841,37400.0,0.0,0.0,1,1.0,1.0
2207,0.0,89.55445,37400.0,0.0,0.0,1,1.0,1.0
2208,0.0,79.76465,12400.0,0.0,0.0,3,3.0,3.0
2209,0.0,86.5205,18650.0,0.0,0.0,2,2.0,2.0
2210,0.5714286,1.0,150.0,1.0,1.0,2,2.0,2.0
2211,0.0,75.76147,37400.0,0.0,0.0,1,1.0,1.0
2212,0.0,76.61853,37400.0,0.0,0.0,1,1.0,1.0
2213,0.0,67.61648,37400.0,0.0,0.0,1,1.0,1.0
2214,0.0,64.52906,37400.0,0.0,0.0,1,1.0,1.0
2215,0.0,64.33504,12400.0,0.0,0.0,3,3.0,3.0
2216,0.21052632,3.1622777,5.1282053,1.0,1.0,78,75.0,5.0
2217,0.0,49.588306,37400.0,0.0,0.0,1,1.0,1.0
2218,0.0,46.09121,12400.0,0.0,0.0,3,3.0,3.0
2219,0.0,37.26929,37400.0,0.0,0.0,1,1.0,1.0
2220,0.7920792,1.4142135,21.238937,1.0,1.0,113,93.0,1.2857142686843872
2221,0.0,39.997498,37400.0,0.0,0.0,1,1.0,1.0
2222,0.13333334,5.322635,300.0,1.0,1.0,3,3.0,2.0
2223,0.23300971,13.133635,486.66666,1.0,1.0,15,15.0,3.5
2224,0.7826087,1.0,35.714287,1.0,1.0,14,14.0,1.5
2225,0.33333334,3.4441345,80.0,1.0,1.0,15,15.0,1.6666666269302368
2226,0.0,68.0235,4587.5,0.0,0.0,8,8.0,2.0
2227,0.0,53.250328,18650.0,0.0,0.0,2,2.0,2.0
2228,0.0,53.077293,18650.0,0.0,0.0,2,2.0,2.0
2229,0.0,51.299095,18650.0,0.0,0.0,2,2.0,2.0
2230,0.037037037,17.133272,2500.0,1.0,1.0,4,4.0,2.0
2231,0.0,55.82114,18650.0,0.0,0.0,2,2.0,2.0
2232,0.0,48.13104,18650.0,0.0,0.0,2,2.0,2.0
2233,0.0,41.86405,2784.6155,0.0,0.0,13,13.0,3.0
2234,0.0,41.942818,18650.0,0.0,0.0,2,2.0,2.0
2235,0.0,30.81558,3650.0,0.0,0.0,10,10.0,5.0
2236,0.0,51.458717,9275.0,0.0,0.0,4,4.0,2.0
2237,0.18181819,2.1652477,42.857143,1.0,1.0,7,7.0,1.5
2238,0.8235294,1.0,17.857143,1.0,1.0,28,26.0,1.6666666269302368
2239,0.36363637,1.4142135,62.5,1.0,1.0,8,8.0,1.0
2240,0.0,102.587494,18650.0,0.0,0.0,2,2.0,2.0
2241,0.0,76.72939,37400.0,0.0,0.0,1,1.0,1.0
2242,0.0,60.732197,18650.0,0.0,0.0,2,2.0,2.0
2243,0.0,57.59514,37400.0,0.0,0.0,1,1.0,1.0
2244,0.0,55.77813,37400.0,0.0,0.0,1,1.0,1.0
2245,0.0,51.072495,37400.0,0.0,0.0,1,1.0,1.0
2246,0.0,55.551777,37400.0,0.0,0.0,1,1.0,1.0
2247,0.85714287,0.85,25.0,1.0,1.0,4,4.0,4.0
2248,0.4,1.912132,300.0,1.0,1.0,1,1.0,1.0
2249,0.0,25.455845,37400.0,0.0,0.0,1,1.0,1.0
2250,0.5714286,1.0,0.0,1.0,1.0,7,7.0,4.0
2251,0.6,1.0,50.0,1.0,1.0,4,4.0,2.0
2252,0.0,79.107506,9275.0,0.0,0.0,4,4.0,3.0
2253,0.0,74.13905,18650.0,0.0,0.0,2,2.0,2.0
2254,0.0,70.20399,37400.0,0.0,0.0,1,1.0,1.0
2255,0.0,68.40175,18650.0,0.0,0.0,2,2.0,2.0
2256,0.0,61.380775,9275.0,0.0,0.0,4,4.0,4.0
2257,0.0,63.893654,37400.0,0.0,0.0,1,1.0,1.0
2258,0.0,30.318308,1983.3334,0.0,0.0,18,18.0,1.3333333730697632
2259,0.16216215,4.7738414,87.878784,1.0,1.0,33,33.0,3.0
2260,0.7058824,1.0,11.111111,1.0,1.0,18,18.0,2.0
2261,0.0,27.136667,6150.0,0.0,0.0,6,6.0,1.0
2262,0.8333333,0.75,0.0,1.0,1.0,6,6.0,3.0
2263,0.54545456,1.4142135,166.66667,1.0,1.0,6,6.0,4.0
2264,0.0,65.86041,37400.0,0.0,0.0,1,1.0,1.0
2265,0.0,66.2148,37400.0,0.0,0.0,1,1.0,1.0
2266,0.0,56.511944,37400.0,0.0,0.0,1,1.0,1.0
2267,0.0,56.245884,18650.0,0.0,0.0,2,2.0,2.0
2268,0.8888889,1.0,25.0,1.0,1.0,12,12.0,1.5
2269,0.3529412,2.6991727,83.333336,1.0,1.0,6,6.0,3.0
2270,0.0,69.34833,12400.0,0.0,0.0,3,3.0,2.0
2271,0.0,56.727417,37400.0,0.0,0.0,1,1.0,1.0
2272,0.9411765,0.65,12.5,1.0,1.0,8,8.0,3.0
2273,0.0,37.823254,18650.0,0.0,0.0,2,2.0,2.0
2274,0.0,54.01111,37400.0,0.0,0.0,1,1.0,1.0
2275,0.0,48.582394,19600.0,0.0,0.0,1,1.0,1.0
2276,0.42857143,1.5890241,60.0,1.0,1.0,10,10.0,1.5
2277,0.16666667,4.9561553,1000.0,1.0,1.0,2,2.0,2.0
2278,0.5467626,16.301805,143.20987,1.0,1.0,81,81.0,2.4000000953674316
2279,0.0,25.336569,19600.0,0.0,0.0,1,1.0,1.0
2280,0.3809524,1.4142135,325.0,1.0,1.0,4,4.0,3.0
2281,0.44871795,14.792355,154.54546,1.0,1.0,44,44.0,2.0
2282,0.7222222,1.0,25.0,1.0,1.0,16,15.0,2.5
2283,0.14285715,2.9840808,1200.0,1.0,1.0,2,2.0,2.0
2284,0.75,1.0,18.181818,1.0,1.0,22,22.0,1.3333333730697632
2285,0.0,67.095825,3183.3333,0.0,0.0,6,6.0,1.3333333730697632
2286,0.0,73.39,9750.0,0.0,0.0,2,2.0,2.0
2287,0.0,18.022192,515.625,0.0,0.0,32,32.0,3.6666667461395264
2288,0.0,28.010695,9750.0,0.0,0.0,2,2.0,2.0
2289,0.0,17.874458,9750.0,0.0,0.0,2,2.0,2.0
2290,0.0,16.90411,4825.0,0.0,0.0,4,4.0,1.0
2291,0.0,22.074762,3183.3333,0.0,0.0,6,6.0,3.0
2292,0.0,70.25164,9750.0,0.0,0.0,2,2.0,2.0
2293,0.075,25.240776,107.69231,1.0,1.0,26,26.0,1.600000023841858
2294,0.625,1.0,120.0,1.0,1.0,10,10.0,3.0
2295,0.0,56.795685,4825.0,0.0,0.0,4,4.0,2.0
2296,0.33333334,1.3313708,400.0,1.0,1.0,1,1.0,1.0
2297,0.0,27.889061,19600.0,0.0,0.0,1,1.0,1.0
2298,0.03508772,11.86123,5500.0,1.0,1.0,2,2.0,2.0
2299,0.25,1.4142135,600.0,1.0,1.0,1,1.0,1.0
2300,0.33333334,3.0892527,80.0,1.0,1.0,10,10.0,5.0
2301,0.03508772,15.952295,5500.0,1.0,1.0,2,2.0,2.0
2302,0.0,61.324547,19600.0,0.0,0.0,1,1.0,1.0
2303,0.07017544,21.151785,1700.0,1.0,1.0,3,3.0,3.0
2304,0.0,45.321075,19600.0,0.0,0.0,1,1.0,1.0
2305,0.0,31.633043,994.44446,0.0,0.0,18,18.0,15.0
2306,0.039215688,24.690054,2714.2856,1.0,1.0,7,7.0,4.0
2307,0.03508772,25.14309,5500.0,1.0,1.0,2,2.0,2.0
2308,0.084745765,18.409218,1766.6666,1.0,1.0,6,6.0,6.0
2309,0.01010101,17.01756,19600.0,1.0,1.0,1,1.0,1.0
2310,0.56,1.4142135,17.391304,1.0,1.0,23,23.0,3.0
2311,0.625,1.2071068,120.0,1.0,1.0,5,5.0,3.0
2312,0.13793103,16.653244,1250.0,1.0,1.0,4,4.0,4.0
2313,0.036363635,23.711374,5300.0,1.0,1.0,1,1.0,1.0
2314,0.8695652,1.0,9.090909,1.0,1.0,11,11.0,2.0
2315,0.0,59.128662,51400.0,0.0,0.0,1,1.0,1.0
2316,0.40449437,4.0553975,117.85714,1.0,1.0,28,28.0,2.6666667461395264
2317,0.5609756,1.3313708,82.75862,1.0,1.0,29,29.0,2.0
2318,0.17910448,7.071068,916.6667,1.0,1.0,6,6.0,1.0
2319,0.11111111,2.2894235,94.117645,1.0,1.0,17,16.0,1.0
2320,0.5,1.4142135,40.0,1.0,1.0,5,5.0,5.0
2321,0.30393326,34.918472,55.71797,1.0,1.0,1163,1060.0,5.5625
2322,0.0,79.35868,5050.0,0.0,0.0,10,10.0,1.6666666269302368
2323,0.0,59.033875,12775.0,0.0,0.0,4,4.0,2.0
2324,0.0,78.213806,12775.0,0.0,0.0,4,4.0,2.0
2325,0.0,117.14862,51400.0,0.0,0.0,1,1.0,1.0
2326,0.82687336,1.0,15.714286,1.0,1.0,210,153.0,2.3333332538604736
2327,0.0,84.364685,17066.666,0.0,0.0,3,3.0,2.0
2328,0.7562189,1.0,13.888889,1.0,1.0,108,101.0,2.0
2329,0.0,99.738655,51400.0,0.0,0.0,1,1.0,1.0
2330,0.41860464,7.885852,57.85124,1.0,1.0,242,235.0,1.9090908765792847
2331,0.0,85.20915,4581.8184,0.0,0.0,11,11.0,2.0
2332,0.47058824,22.430801,54.960316,1.0,1.0,504,474.0,3.846153736114502
2333,0.18627451,47.425713,430.92783,1.0,1.0,97,97.0,1.375
2334,0.0,62.885567,51400.0,0.0,0.0,1,1.0,1.0
2335,0.0,98.745125,12775.0,0.0,0.0,4,4.0,2.0
2336,0.0,75.16648,25650.0,0.0,0.0,2,2.0,2.0
2337,0.0,60.6976,12775.0,0.0,0.0,4,4.0,2.0
2338,0.0,89.30286,51400.0,0.0,0.0,1,1.0,1.0
2339,0.0,81.3388,51400.0,0.0,0.0,1,1.0,1.0
2340,0.0,70.38466,25650.0,0.0,0.0,2,2.0,2.0
2341,0.0,29.996662,12775.0,0.0,0.0,4,4.0,4.0
2342,0.0,47.22499,51400.0,0.0,0.0,1,1.0,1.0
2343,0.0,42.187675,51400.0,0.0,0.0,1,1.0,1.0
2344,0.003875969,48.815956,51400.0,1.0,1.0,1,1.0,1.0
2345,0.0,76.13146,51400.0,0.0,0.0,1,1.0,1.0
2346,0.0,77.8293,51400.0,0.0,0.0,1,1.0,1.0
2347,0.17391305,3.210319,566.6667,1.0,1.0,3,3.0,3.0
2348,0.53333336,2.7454834,50.0,1.0,1.0,30,30.0,2.6666667461395264
2349,0.0,52.044193,17066.666,0.0,0.0,3,3.0,3.0
