,gt_vols,best_dice_ss2,best_avd_ss2,best_dice_dsorted_ss2,GED^2_ss2,sUEO_ss2,best_dice_ss3,best_avd_ss3,best_dice_dsorted_ss3,GED^2_ss3,sUEO_ss3,best_dice_ss5,best_avd_ss5,best_dice_dsorted_ss5,GED^2_ss5,sUEO_ss5,best_dice_ss7,best_avd_ss7,best_dice_dsorted_ss7,GED^2_ss7,sUEO_ss7,best_dice_ss10,best_avd_ss10,best_dice_dsorted_ss10,GED^2_ss10,sUEO_ss10,best_dice_ss15,best_avd_ss15,best_dice_dsorted_ss15,GED^2_ss15,sUEO_ss15,best_dice_ss20,best_avd_ss20,best_dice_dsorted_ss20,GED^2_ss20,sUEO_ss20,best_dice_ss25,best_avd_ss25,best_dice_dsorted_ss25,GED^2_ss25,sUEO_ss25,model_name
0,3986.0,0.77880234,20.647264,0.8034042716026306,0.3388875,0.43630013,0.78309935,8.80582,0.8098722696304321,0.43396512,0.4242888,0.80559516,6.29704,0.8341799974441528,0.44303423,0.4480064,0.8118081,3.9638736,0.8345414996147156,0.4629873,0.43414697,0.81362516,6.29704,0.8392766118049622,0.45263058,0.4413802,0.8184623,0.3763171,0.8429625630378723,0.45852003,0.4429702,0.8169121,1.6557952,0.8452365398406982,0.4603632,0.4465004,0.81738067,0.90316105,0.847041130065918,0.45487085,0.44217283,ssn_ens0_cv1
1,1648.0,0.63265306,9.708737,0.6623331904411316,0.7210541,0.40824145,0.63083535,2.4271843,0.6560846567153931,0.77155286,0.39511928,0.6469202,8.616505,0.669869601726532,0.83653617,0.41897863,0.63937753,4.9150486,0.6762886643409729,0.855237,0.41804576,0.6500579,4.2475724,0.6928778886795044,0.816947,0.42050126,0.6431008,1.6990291,0.6841925382614136,0.83648777,0.41040093,0.6487985,3.0339806,0.6940822601318359,0.8278684,0.41551253,0.6453615,2.6699028,0.6858096718788147,0.8501309,0.41384977,ssn_ens0_cv1
2,5864.0,0.8414827,4.723738,0.8476279973983765,0.29269242,0.46551773,0.8398139,5.2523875,0.8577214479446411,0.38236493,0.46219033,0.85746723,4.7407913,0.8680412173271179,0.39346957,0.46659958,0.85964763,1.5859481,0.8695505261421204,0.39775607,0.45802447,0.8654495,2.916098,0.8830162882804871,0.39544022,0.46871278,0.8567511,2.148704,0.8827820420265198,0.4045511,0.46105972,0.85878575,0.86971354,0.8818297386169434,0.40237433,0.46823487,0.8713594,0.8356071,0.8854338526725769,0.3984791,0.4613869,ssn_ens0_cv1
3,5861.0,0.8087381,5.476881,0.8283768892288208,0.4248923,0.46942392,0.8015726,5.306262,0.83509761095047,0.42705247,0.45374253,0.8185933,3.9924927,0.8389371633529663,0.4245723,0.45600006,0.8231688,5.4086337,0.8513879776000977,0.42270428,0.45545292,0.82314897,0.47773415,0.8572388887405396,0.44536924,0.46326122,0.8333473,0.5801058,0.8556075692176819,0.44776976,0.46458817,0.82645315,1.2113974,0.8597214818000793,0.4506543,0.4631559,0.83608305,0.47773415,0.8609260320663452,0.44282782,0.46497506,ssn_ens0_cv1
4,12240.0,0.739201,13.70098,0.740567684173584,0.61089694,0.4409067,0.7563954,9.338235,0.7684661149978638,0.62488794,0.46661326,0.75698024,0.4411765,0.7664393186569214,0.624795,0.45991647,0.7531949,0.7352941,0.768666684627533,0.6491005,0.46471336,0.74622166,2.5816994,0.7697643041610718,0.658992,0.45212263,0.7576675,4.3464055,0.782411515712738,0.6675039,0.45565817,0.75255233,1.7810458,0.7880886793136597,0.64295936,0.4630753,0.7582734,1.9771242,0.7853271961212158,0.6591647,0.45740253,ssn_ens0_cv1
5,20444.0,0.9147811,0.25435334,0.9160501956939697,0.19929862,0.43070984,0.90967333,0.039131284,0.9165650606155396,0.2533387,0.41980082,0.9144231,2.690276,0.9199132323265076,0.24173462,0.43287268,0.91753924,1.4625318,0.9263121485710144,0.25266147,0.43401286,0.91596967,1.1543729,0.9270286560058594,0.24581581,0.42371026,0.91658145,0.6358834,0.9279900789260864,0.25482026,0.429551,0.919283,0.26413617,0.9297372102737427,0.25443962,0.4367715,0.91811293,0.0048914105,0.9306554198265076,0.25235,0.43782255,ssn_ens0_cv1
6,6033.0,0.7816941,6.4478703,0.8002665042877197,0.4876395,0.49805555,0.78433627,1.9061826,0.804898202419281,0.47037894,0.50191104,0.7860458,6.878833,0.8090069890022278,0.50679034,0.4963207,0.7850543,4.5085363,0.8123670816421509,0.5143315,0.48907605,0.7898297,1.1934361,0.8228923678398132,0.5078544,0.5042142,0.7948572,0.26520804,0.8227517604827881,0.51138216,0.5033381,0.799874,0.46411404,0.827722430229187,0.5108985,0.49874547,0.7953668,0.23205702,0.8277294039726257,0.51141804,0.5023589,ssn_ens0_cv1
7,5462.0,0.83431613,7.5064077,0.8558818101882935,0.29147118,0.43642345,0.84370863,6.4811425,0.8702768683433533,0.34230253,0.43994987,0.8534892,0.43939948,0.8772916793823242,0.35311297,0.45762992,0.8584888,1.7942145,0.8800433278083801,0.3574126,0.4584417,0.85678685,2.6180885,0.884525716304779,0.3606247,0.45110965,0.85889137,0.38447455,0.8809628486633301,0.36568195,0.45652837,0.8588139,0.34785792,0.8898365497589111,0.36381766,0.45389792,0.85862565,0.9520322,0.8865430951118469,0.36228967,0.4570724,ssn_ens0_cv1
8,381.0,0.39692983,39.37008,0.43248945474624634,1.0654417,0.42187023,0.41182077,26.509186,0.4586387574672699,1.1163384,0.42863134,0.4120735,0.0,0.5045871734619141,1.100144,0.42839745,0.42312747,0.2624672,0.5122235417366028,1.1079458,0.41167858,0.3964365,6.5616803,0.5016648173332214,1.1763823,0.428516,0.4207723,2.887139,0.5257009267807007,1.1825017,0.43107376,0.4189383,3.6745408,0.5662650465965271,1.170764,0.4290644,0.420765,0.2624672,0.570725679397583,1.1473972,0.43173274,ssn_ens0_cv1
9,4850.0,0.7901489,20.185568,0.8305290937423706,0.32528996,0.42532432,0.81746525,1.1958764,0.8411540985107422,0.40634516,0.44119143,0.82289535,8.721649,0.8526187539100647,0.41147748,0.44548768,0.8303616,4.8041234,0.8593686819076538,0.4144659,0.45011154,0.8270478,1.6701032,0.861025333404541,0.41689563,0.4433431,0.835131,0.7216495,0.8654006719589233,0.42046824,0.44605535,0.8270361,0.4742268,0.8627938032150269,0.42210263,0.43911985,0.8388326,0.12371134,0.8679245114326477,0.4240002,0.45050225,ssn_ens0_cv1
10,543.0,0.71085334,22.28361,0.7129859328269958,0.68752426,0.44613495,0.67445743,20.626152,0.6876032948493958,0.7801238,0.453854,0.69572955,6.9981585,0.7152658700942993,0.7788288,0.43043876,0.6796116,10.313076,0.726780891418457,0.75686526,0.43963405,0.6918239,4.9723754,0.7226462960243225,0.80386996,0.44706702,0.69588554,5.893186,0.7384076714515686,0.7971444,0.4414523,0.7001972,2.3941069,0.7537510991096497,0.7985575,0.43727025,0.72254336,0.5524862,0.76106196641922,0.79910266,0.4444213,ssn_ens0_cv1
11,8866.0,0.8609964,4.883826,0.8641905784606934,0.2651682,0.44398975,0.860691,4.3537107,0.8726177215576172,0.3295285,0.44260672,0.8687694,4.0378976,0.8756104707717896,0.35655588,0.4388792,0.864761,2.3911574,0.8780460357666016,0.3589923,0.4460421,0.8685328,2.323483,0.8784464597702026,0.34824896,0.44571283,0.86963445,1.6129031,0.8819440603256226,0.3527182,0.44036308,0.8692596,0.7444169,0.8793230652809143,0.35497868,0.44124198,0.8676437,0.6541845,0.8831980228424072,0.3581476,0.44228607,ssn_ens0_cv1
12,7121.0,0.87118196,6.5580673,0.8863714337348938,0.28782278,0.46771252,0.86422324,2.3030472,0.8861038684844971,0.30452967,0.44667995,0.86117613,3.932032,0.9031899571418762,0.3142465,0.43360263,0.8680931,2.8507233,0.8965897560119629,0.3259532,0.44635126,0.8760144,0.99705094,0.8975962400436401,0.33010644,0.45397004,0.87611485,0.71619153,0.9003664255142212,0.32880914,0.44836378,0.879514,0.44937512,0.9051054120063782,0.33256164,0.45367607,0.8811396,0.14042972,0.9079064726829529,0.3241981,0.4527829,ssn_ens0_cv1
13,25122.0,0.81847256,9.294642,0.8395962715148926,0.40783525,0.49909264,0.82586724,2.2888305,0.8408675789833069,0.44018087,0.5095962,0.8214963,3.518828,0.8452218174934387,0.46824783,0.50250983,0.8248973,0.9712603,0.8466522097587585,0.48261657,0.5031383,0.82642466,0.41796035,0.8469700813293457,0.4695408,0.4982722,0.82424515,0.7364063,0.8525006175041199,0.4835971,0.50084746,0.82523286,0.12339782,0.8511507511138916,0.47977573,0.5016515,0.8246584,0.19106759,0.8581260442733765,0.474178,0.5030212,ssn_ens0_cv1
14,10546.0,0.7725109,37.047222,0.7752719521522522,0.6078067,0.5353536,0.7583297,40.479805,0.7619084715843201,0.68860734,0.4988704,0.75946444,30.18206,0.7748533487319946,0.6854348,0.5173109,0.77072114,27.090841,0.7803906202316284,0.68676156,0.5069756,0.7820562,22.368671,0.7963904142379761,0.68788135,0.52243406,0.7682957,22.264366,0.7877878546714783,0.6967201,0.520823,0.784442,8.685758,0.8101574182510376,0.66894674,0.524841,0.7839151,10.809786,0.8061606287956238,0.68641055,0.51774955,ssn_ens0_cv1
15,317.0,0.4144,194.32176,0.41920730471611023,1.0008665,0.4349564,0.40307692,210.09464,0.406730055809021,1.1849759,0.44261977,0.44954127,143.84859,0.4726962447166443,1.1624919,0.45096058,0.45070422,158.35962,0.4556752145290375,1.2064734,0.431436,0.4697111,138.4858,0.47999998927116394,1.1966063,0.4389994,0.47333956,137.22397,0.4964788854122162,1.2175053,0.43761265,0.46859422,116.403786,0.5045537352561951,1.2379614,0.44815317,0.51137596,91.16719,0.5285575985908508,1.1924386,0.44261175,ssn_ens0_cv1
16,9040.0,0.8139609,8.230088,0.8143428564071655,0.46246964,0.4974218,0.8098723,7.068584,0.8140941262245178,0.52065474,0.5027283,0.81775963,4.6681414,0.826237678527832,0.49970704,0.49606735,0.81437504,1.3384956,0.8222455382347107,0.5410234,0.48826694,0.8158452,3.1194692,0.826876163482666,0.52804863,0.49552262,0.81473327,0.91814154,0.8308311700820923,0.5374777,0.4907097,0.8248563,0.088495575,0.8331969976425171,0.54164416,0.49560198,0.81739324,1.0619469,0.8309720754623413,0.5533445,0.4940272,ssn_ens0_cv1
17,11163.0,0.8521157,11.287289,0.8538689017295837,0.37489945,0.49847,0.85225147,10.875213,0.8592878580093384,0.42762628,0.48270538,0.8546167,5.679477,0.8649535179138184,0.4274513,0.4956696,0.8645382,4.5417895,0.8691760301589966,0.4213903,0.49118766,0.8653054,1.6124698,0.8731164336204529,0.42206725,0.4998487,0.86185694,2.9382782,0.8770025968551636,0.4212846,0.4965216,0.8675523,1.3795575,0.8814177513122559,0.42248216,0.4935653,0.86665785,2.4634955,0.879118025302887,0.42186815,0.4998889,ssn_ens0_cv1
18,14958.0,0.80355525,28.66025,0.8112620115280151,0.5135589,0.51259625,0.81788415,24.588848,0.8279616832733154,0.52871263,0.5160642,0.81568295,19.621607,0.8288722634315491,0.5645048,0.5125204,0.8232185,15.028747,0.8387637734413147,0.5471984,0.51750094,0.8178803,15.663859,0.8388396501541138,0.58052504,0.5090636,0.8155922,7.2135315,0.8438268303871155,0.57350886,0.51187384,0.8235294,3.997861,0.84565669298172,0.5760982,0.5106124,0.8256589,6.030218,0.8505085110664368,0.5715762,0.51162285,ssn_ens0_cv1
19,981.0,0.61690366,58.103973,0.620581328868866,0.8860745,0.4342141,0.6358718,44.95413,0.6433793902397156,0.8956657,0.4545838,0.63892394,42.507645,0.6543362140655518,0.9156467,0.42452595,0.6468561,36.697247,0.660804033279419,0.9316261,0.44012165,0.65187865,25.17839,0.6515650749206543,0.9220298,0.44233382,0.6651645,26.197758,0.6906724572181702,0.94351745,0.44867685,0.6563917,24.87258,0.682170569896698,0.93204,0.44591603,0.66546273,25.790009,0.6877710223197937,0.9506855,0.44558802,ssn_ens0_cv1
20,1171.0,0.68742704,19.385141,0.6928953528404236,0.61794513,0.4195734,0.68105906,9.649872,0.7018489837646484,0.6983909,0.4302863,0.6976396,9.479078,0.7215477824211121,0.7182605,0.42752963,0.6963141,3.9282665,0.7149287462234497,0.707069,0.4313389,0.6926549,4.5260463,0.7197884917259216,0.7311425,0.44357064,0.68823993,7.0025625,0.7267801761627197,0.7565852,0.4283649,0.7010148,4.440649,0.7324478030204773,0.7267039,0.4223849,0.70408165,0.85397094,0.7437025308609009,0.7472814,0.4361077,ssn_ens0_cv1
21,626.0,0.50980395,3.6741216,0.5256326794624329,0.80353343,0.3983248,0.5295008,11.182109,0.5625,0.94645077,0.41993514,0.5425972,6.86901,0.591549277305603,0.92985773,0.3962644,0.5185185,9.42492,0.5759233832359314,0.9791729,0.4111573,0.5302548,0.63897765,0.6015680432319641,0.97564626,0.41676065,0.53271025,5.111821,0.5908096432685852,0.9856346,0.41756654,0.51927274,3.9936104,0.6062322854995728,0.9838042,0.41583765,0.5258359,0.63897765,0.5990270972251892,0.97862375,0.41614193,ssn_ens0_cv1
22,292.0,0.31912443,394.52054,0.3191244304180145,1.1482005,0.4243114,0.30725944,408.56165,0.31425365805625916,1.3570374,0.46651655,0.3825732,303.08218,0.3834688365459442,1.2742267,0.4713392,0.39142856,279.45206,0.39142856001853943,1.264712,0.44030604,0.38646618,255.47946,0.3864661753177643,1.3162296,0.46346486,0.39252338,276.36987,0.3914893567562103,1.3305955,0.45722237,0.4201416,235.27399,0.4287925660610199,1.3208812,0.46438935,0.4533566,192.80823,0.46179965138435364,1.3024906,0.4622756,ssn_ens0_cv1
