,rmses,IR_rmses,rater0_sample_top_dice,rater0_sample_best_avd,rater1_sample_top_dice,rater1_sample_best_avd,GED_vol_sorted,GED_dice_sorted,rater0_best_dice_dsorted_ss15,rater1_best_dice_dsorted_ss15,mean_gt_vols
0,0.3437942862510681,0.40898627042770386,0.59119844,38.054684,0.61845386,25.216452,0.5829222,0.5828272487436021,0.596814751625061,0.6282091736793518,2039.5
1,0.4009288549423218,0.44684433937072754,0.5714868,50.669098,0.4991587,56.47974,0.941087,0.94109303184918,0.5807787775993347,0.5066413879394531,3507.5
2,0.40217989683151245,0.4514399766921997,0.5441823,56.14035,0.48396948,58.950203,0.9848037,0.9847356166158403,0.5485299825668335,0.4887348413467407,3596.0
3,0.396197646856308,0.45490774512290955,0.56509274,52.315075,0.5105697,56.614433,0.900058,0.9000339193003519,0.5718701481819153,0.5173101425170898,3717.5
4,0.3789154589176178,0.4441452920436859,0.7760971,33.308083,0.77733636,32.952568,0.6560662,0.6560498186520167,0.776832103729248,0.778266966342926,18433.0
5,0.42810580134391785,0.45486530661582947,0.5851109,54.664085,0.581922,54.57313,1.0368258,1.036787273770287,0.5858297944068909,0.582729697227478,14468.5
6,0.4336760938167572,0.45532485842704773,0.5926684,52.31192,0.57513565,54.272346,1.0298965,1.0298331314609164,0.5942665338516235,0.5767032504081726,14867.0
7,0.42413294315338135,0.4493792653083801,0.6280027,46.66343,0.5861982,52.42839,0.9471403,0.9470794655027843,0.6299677491188049,0.587552547454834,15289.5
8,0.426382839679718,0.4487064778804779,0.63294584,47.74913,0.6067134,51.497303,0.9558414,0.9558009045464653,0.6348158717155457,0.608382523059845,15550.5
9,0.44464656710624695,0.44855067133903503,0.59545493,51.710213,0.558689,56.24678,1.0076563,1.0076076814106532,0.5981268286705017,0.5602585077285767,16667.5
10,0.4213443100452423,0.4367982745170593,0.5567621,56.312054,0.51165426,59.026207,0.97989327,0.979859675679888,0.5590222477912903,0.5133649110794067,7283.5
11,0.41106221079826355,0.4442008137702942,0.5952949,50.178783,0.47648957,66.96025,0.8918357,0.8918045855703807,0.596776008605957,0.476691871881485,7364.5
12,0.449777215719223,0.45402318239212036,0.330618,67.81048,0.2828497,72.42651,1.0816045,1.0813516548701694,0.3361251950263977,0.28629738092422485,7548.0
13,0.381594181060791,0.39287006855010986,0.7496753,31.862339,0.7432444,36.576477,0.7068732,0.7068553975650242,0.7507628798484802,0.7442000508308411,13772.5
14,0.3933423161506653,0.4399864673614502,0.29765886,17.682926,0.26065037,62.590927,0.9668284,0.9663687996921084,0.33083412051200867,0.26774531602859497,2099.5
15,0.3553921580314636,0.4134068489074707,0.81208736,27.193779,0.79795367,30.469427,0.56534624,0.5653367525055295,0.8129274249076843,0.7982088327407837,18033.0
16,0.3935545086860657,0.4415959119796753,0.08856089,18.989899,0.13862094,44.672585,0.91388094,0.9137703415893373,0.10017574578523636,0.1489197462797165,1148.5
17,0.4011387526988983,0.3974003493785858,0.58070457,53.65607,0.55518985,50.474133,0.863595,0.8635879488218399,0.5820252299308777,0.5560019016265869,8617.0
