,dice,hd95,avd,recall,f1,model_name
0,0.67739993,2.0,5.9562044,0.78571427,0.5945946,landonia_stepdecay25_lr0.01_es100
1,0.6735263,4.531585,9.436275,0.71428573,0.668693,landonia_stepdecay25_lr0.01_es100
2,0.72666407,5.4496074,8.174858,0.7586207,0.6477916,landonia_stepdecay25_lr0.01_es100
3,0.79250944,1.4142135,10.820938,0.7692308,0.6289308,landonia_stepdecay25_lr0.01_es100
4,0.6547395,3.6055512,17.211704,0.8214286,0.7691213,landonia_stepdecay25_lr0.01_es100
5,0.63544714,9.692774,8.051421,0.74358976,0.5821168,landonia_stepdecay25_lr0.01_es100
6,0.76888436,5.196152,0.88000655,0.73170733,0.6079501,landonia_stepdecay25_lr0.01_es100
7,0.4964761,12.389495,61.87128,0.21649484,0.34740445,landonia_stepdecay25_lr0.01_es100
8,0.6774831,8.6602545,52.11463,0.63414633,0.5016077,landonia_stepdecay25_lr0.01_es100
9,0.6201504,8.729231,28.784758,0.4871795,0.61199206,landonia_stepdecay25_lr0.01_es100
10,0.82108,1.4142135,4.3907094,0.8135593,0.7569421,landonia_stepdecay25_lr0.01_es100
11,0.8169207,2.236068,14.103788,0.7307692,0.71505374,landonia_stepdecay25_lr0.01_es100
12,0.7694779,2.236068,6.376361,0.8229167,0.7647628,landonia_stepdecay25_lr0.01_es100
13,0.73191345,3.0,33.069977,0.49122807,0.61916465,landonia_stepdecay25_lr0.01_es100
14,0.92826337,1.4142135,3.9232035,0.7777778,0.68711656,landonia_stepdecay25_lr0.01_es100
15,0.6859504,16.03122,76.01177,0.9,0.23920266,landonia_stepdecay25_lr0.01_es100
16,0.7437326,4.1231055,17.920542,0.6296296,0.69142354,landonia_stepdecay25_lr0.01_es100
17,0.5815203,9.224952,55.18903,0.34042552,0.4994797,landonia_stepdecay25_lr0.01_es100
18,0.74197924,1.7320508,13.091216,0.7619048,0.7111111,landonia_stepdecay25_lr0.01_es100
19,0.2591415,16.763054,204.5016,0.31914893,0.3142627,landonia_stepdecay25_lr0.01_es100
20,0.6931459,4.62032,25.567137,0.64102566,0.5952381,landonia_stepdecay25_lr0.01_es100
21,0.68900746,5.8309517,0.12815036,0.36065573,0.48982725,landonia_stepdecay25_lr0.01_es100
22,0.7307368,6.9928203,20.458973,0.6451613,0.71126163,landonia_stepdecay25_lr0.01_es100
23,0.4598131,25.447884,97.22222,0.53846157,0.29166666,landonia_stepdecay25_lr0.01_es100
24,0.8050822,4.2426405,25.451025,0.1875,0.30967742,landonia_stepdecay25_lr0.01_es100
25,0.79659915,3.7416575,11.331058,0.2682927,0.40289158,landonia_stepdecay25_lr0.01_es100
26,0.7259369,6.708204,23.968777,0.4057971,0.55666006,landonia_stepdecay25_lr0.01_es100
27,0.5343461,7.071068,49.240726,0.22619048,0.34358048,landonia_stepdecay25_lr0.01_es100
28,0.8190023,2.236068,15.175224,0.6,0.6315789,landonia_stepdecay25_lr0.01_es100
29,0.6148515,7.071068,32.006126,0.20779221,0.27729636,landonia_stepdecay25_lr0.01_es100
30,0.7764045,6.4031243,11.660142,0.25454545,0.37533513,landonia_stepdecay25_lr0.01_es100
31,0.73987246,2.0,45.21629,0.6956522,0.61570466,landonia_stepdecay25_lr0.01_es100
32,0.34835356,16.554455,25.831703,0.30232558,0.34169653,landonia_stepdecay25_lr0.01_es100
33,0.5685137,7.3245435,14.025297,0.47916666,0.5656211,landonia_stepdecay25_lr0.01_es100
34,0.6696152,2.236068,35.459515,0.4,0.41666666,landonia_stepdecay25_lr0.01_es100
