,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf
0,early_stop15_lr2e-4,0.6697890758514404,0.04393099248409271,6.680900573730469,1.8042998313903809,27.42125129699707,8.684274673461914,0.5215861797332764,0.07137029618024826,0.5299603939056396,0.055954646319150925
