,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf
0,eslice_retention0.9,0.684288740158081,0.04451063275337219,6.948040008544922,1.9804457426071167,28.47148323059082,9.676139831542969,0.5099437236785889,0.07469624280929565,0.5325981974601746,0.057802822440862656
