,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf
0,wd0,0.6614315509796143,0.045993585139513016,7.219846248626709,1.880465030670166,33.9737434387207,9.303559303283691,0.5081349015235901,0.06838036328554153,0.5249444246292114,0.05397840961813927
