,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf
0,landonia_stepdecay50_lr0.01_es100,0.6680017113685608,0.05235052853822708,7.0991315841674805,1.743607759475708,35.43424987792969,15.799882888793945,0.5160614252090454,0.07573742419481277,0.5304959416389465,0.05822977051138878
