,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf
0,eslice_retention1,0.6752685308456421,0.045963142067193985,6.883461952209473,1.5652354955673218,30.473346710205078,9.102289199829102,0.4972364604473114,0.07574743032455444,0.5227150321006775,0.05678257346153259
