,dice,hd95,avd,recall,f1,model_name
0,0.6640329,2.236068,15.240876,0.75,0.5753425,wd0
1,0.65301263,20.933313,28.472221,0.6,0.53846157,wd0
2,0.71364564,3.1622777,18.103235,0.62068963,0.5681492,wd0
3,0.7598548,1.4142135,24.866583,0.7692308,0.6965174,wd0
4,0.6614495,4.8989797,31.382673,0.75,0.7810651,wd0
5,0.6495883,7.8644443,15.121786,0.74358976,0.62115127,wd0
6,0.76128864,5.0,11.851303,0.5609756,0.52873564,wd0
7,0.39761093,12.806249,73.228775,0.185567,0.30837247,wd0
8,0.6658778,8.485281,20.803396,0.5609756,0.517566,wd0
9,0.54155314,11.18034,48.815655,0.3931624,0.544498,wd0
10,0.7687117,1.4142135,27.12907,0.7288136,0.7831126,wd0
11,0.8142096,3.1622777,20.75772,0.7307692,0.7705069,wd0
12,0.7165769,3.0,30.627268,0.78125,0.7914339,wd0
13,0.66482604,3.7416575,46.698647,0.45614034,0.6003849,wd0
14,0.91899705,1.4142135,8.768252,0.6666667,0.5,wd0
15,0.76790005,14.3178215,29.690948,0.85,0.23274387,wd0
16,0.6972574,7.483315,39.7295,0.5185185,0.6347607,wd0
17,0.51096493,9.486833,64.788734,0.29787233,0.45901638,wd0
18,0.69927907,7.0248737,35.97973,0.5952381,0.67016315,wd0
19,0.24113475,15.786065,162.70096,0.29787233,0.3320158,wd0
20,0.7172813,3.216299,30.410791,0.61538464,0.61538464,wd0
21,0.66995305,6.4031243,18.026484,0.27868852,0.38762215,wd0
22,0.70889854,6.78233,26.044598,0.7096774,0.73307335,wd0
23,0.47454175,23.064116,72.77778,0.53846157,0.36206895,wd0
24,0.7517408,4.690416,36.120155,0.19196428,0.31596655,wd0
25,0.77697504,4.2426405,24.259386,0.20731707,0.31989247,wd0
26,0.73347336,6.6180873,28.782429,0.4347826,0.5793913,wd0
27,0.48139045,7.28011,58.20264,0.23809524,0.35874438,wd0
28,0.7703906,2.236068,29.198587,0.6,0.65753424,wd0
29,0.6504303,6.4807405,9.073507,0.16883117,0.23853211,wd0
30,0.7642238,5.477226,19.23606,0.22727273,0.32967034,wd0
31,0.7695508,1.4142135,16.753557,0.6086956,0.6315789,wd0
32,0.37947494,20.077322,36.007828,0.3255814,0.42211056,wd0
33,0.53356135,7.071068,25.967262,0.42708334,0.53699315,wd0
34,0.70044786,2.828427,3.46264,0.35555556,0.43049327,wd0
