,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf
0,landonia_early_stop30_lr2e-4,0.660032331943512,0.04592309147119522,7.239821434020996,1.7466011047363281,33.00874710083008,10.005325317382812,0.47453123331069946,0.07010002434253693,0.5072454810142517,0.051903679966926575
