,dice,hd95,avd,recall,f1,model_name
0,0.6917248,2.0,7.357664,0.75,0.6514286,eslice_retention1
1,0.67682266,6.469098,12.295752,0.62857145,0.6139535,eslice_retention1
2,0.72313493,2.828427,16.596691,0.6551724,0.65653074,eslice_retention1
3,0.7939632,1.4142135,11.91098,0.6923077,0.6057692,eslice_retention1
4,0.65748936,4.358899,24.95697,0.76785713,0.806418,eslice_retention1
5,0.657645,8.0,7.510149,0.6923077,0.547744,eslice_retention1
6,0.75580525,5.8309517,2.3686159,0.58536583,0.50526315,eslice_retention1
7,0.43290403,12.227002,69.821526,0.16494845,0.2818099,eslice_retention1
8,0.7136498,8.062258,29.270084,0.597561,0.5312962,eslice_retention1
9,0.56813693,10.630146,43.563335,0.36752138,0.510083,eslice_retention1
10,0.8078236,1.4142135,16.724997,0.7627119,0.79281723,eslice_retention1
11,0.82863927,4.1231055,12.352754,0.65384614,0.7037516,eslice_retention1
12,0.7729877,2.828427,13.613271,0.7604167,0.76479834,eslice_retention1
13,0.7077141,7.2111025,40.519188,0.4385965,0.5986938,eslice_retention1
14,0.92956275,1.4142135,3.9922822,0.8333333,0.6130268,eslice_retention1
15,0.7178168,10.488089,57.50552,0.95,0.27172717,eslice_retention1
16,0.74189675,4.979796,23.964497,0.5185185,0.64411366,eslice_retention1
17,0.5715034,10.049875,58.48777,0.27659574,0.41935483,eslice_retention1
18,0.7241881,8.505835,25.760136,0.6904762,0.7502812,eslice_retention1
19,0.25069124,15.12613,148.8746,0.23404256,0.2936345,eslice_retention1
20,0.7265077,4.283331,25.137953,0.53846157,0.58778626,eslice_retention1
21,0.67546755,5.8309517,5.8522,0.27868852,0.408782,eslice_retention1
22,0.71856433,8.062258,25.070362,0.5645161,0.70784366,eslice_retention1
23,0.51995903,22.812275,71.388885,0.61538464,0.46090534,eslice_retention1
24,0.7900743,5.196152,29.056293,0.16517857,0.2783775,eslice_retention1
25,0.792057,4.472136,17.8157,0.19512194,0.31560072,eslice_retention1
26,0.6593574,10.853555,39.458176,0.29710144,0.4412556,eslice_retention1
27,0.4902266,8.709167,56.08663,0.13095239,0.22222222,eslice_retention1
28,0.8045668,3.0,22.015757,0.5882353,0.6663141,eslice_retention1
29,0.6313053,5.7877574,20.865238,0.16883117,0.25742576,eslice_retention1
30,0.7710582,5.0990195,14.7180195,0.23636363,0.3644373,eslice_retention1
31,0.75046855,1.4142135,25.531916,0.5797101,0.65208066,eslice_retention1
32,0.36724564,16.736137,42.270058,0.20930232,0.3,eslice_retention1
33,0.51945275,7.8740077,25.967262,0.4375,0.5562914,eslice_retention1
34,0.69398975,2.828427,17.885967,0.37777779,0.51320755,eslice_retention1
