,dice,hd95,avd,recall,f1,model_name
0,0.66322345,7.0,7.7956204,0.71428573,0.5539359,damnii_wd1e-1
1,0.66961324,8.485281,15.155229,0.74285716,0.60523766,damnii_wd1e-1
2,0.73126954,4.6742396,10.1259575,0.7241379,0.61975026,damnii_wd1e-1
3,0.7940698,1.7320508,18.485296,0.61538464,0.6075949,damnii_wd1e-1
4,0.6402321,5.3851647,22.030981,0.78571427,0.7909699,damnii_wd1e-1
5,0.6493189,7.28011,6.292287,0.6923077,0.56842107,damnii_wd1e-1
6,0.73518705,6.0,1.2336541,0.68292683,0.6387833,damnii_wd1e-1
7,0.4306539,10.07469,70.14603,0.185567,0.3097004,damnii_wd1e-1
8,0.6844475,8.602325,35.711952,0.5487805,0.5543335,damnii_wd1e-1
9,0.59168243,10.198039,36.560246,0.41880342,0.56029105,damnii_wd1e-1
10,0.79747206,1.4142135,18.761269,0.7288136,0.7694185,damnii_wd1e-1
11,0.8121019,3.0,20.057306,0.7307692,0.7037037,damnii_wd1e-1
12,0.7804619,2.4494898,4.71747,0.78125,0.8004002,damnii_wd1e-1
13,0.7098711,3.6055512,40.208805,0.42105263,0.56852794,damnii_wd1e-1
14,0.9304216,1.4142135,1.9151521,0.7222222,0.54684514,damnii_wd1e-1
15,0.73764145,14.177447,47.093452,0.85,0.23418911,damnii_wd1e-1
16,0.7099027,5.477226,30.557903,0.5185185,0.63374484,damnii_wd1e-1
17,0.51464206,8.608118,63.306152,0.27659574,0.42235216,damnii_wd1e-1
18,0.7226971,4.7286744,22.128378,0.64285713,0.6888519,damnii_wd1e-1
19,0.22204472,15.427249,202.57234,0.25531915,0.31739572,damnii_wd1e-1
20,0.72727275,2.236068,18.914776,0.61538464,0.6269165,damnii_wd1e-1
21,0.69153,6.164414,9.867578,0.29508197,0.3942363,damnii_wd1e-1
22,0.7352798,7.063961,22.039402,0.6451613,0.661157,damnii_wd1e-1
23,0.5060241,28.207827,76.666664,0.6923077,0.39452055,damnii_wd1e-1
24,0.80388784,5.3851647,26.155066,0.17410715,0.29449838,damnii_wd1e-1
25,0.79271567,4.358899,11.836178,0.2195122,0.33027524,damnii_wd1e-1
26,0.7446808,6.5574384,20.877018,0.38405797,0.53146344,damnii_wd1e-1
27,0.48895738,6.708204,54.59298,0.22619048,0.34215552,damnii_wd1e-1
28,0.80496126,2.4494898,16.892149,0.5647059,0.6209573,damnii_wd1e-1
29,0.6476646,6.4031243,8.192956,0.16883117,0.24470589,damnii_wd1e-1
30,0.7692308,5.91608,19.257221,0.2,0.31182796,damnii_wd1e-1
31,0.76294917,1.4142135,27.420036,0.5652174,0.6277666,damnii_wd1e-1
32,0.29858658,14.1488695,21.526419,0.27906978,0.29925188,damnii_wd1e-1
33,0.541512,5.3851647,9.561012,0.5416667,0.592869,damnii_wd1e-1
34,0.7032483,3.1622777,1.17157,0.31111112,0.43979058,damnii_wd1e-1
